person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,cb_person_default_on_file,person_home_ownership,loan_intent,loan_grade,default_probability,default_flag,loan_id,risk_tier
22,57564,6.0,21000,11.48,0.36,3,0,0,0,1,0.06764805395581697,0,LN16810,Low
26,110400,9.0,13000,7.9,0.12,3,0,3,1,0,0.02402814745729741,0,LN13740,Low
30,40000,9.0,9000,16.77,0.23,9,1,3,3,3,0.6538268869568772,0,LN28333,High
25,140004,8.0,4500,12.87,0.03,4,0,1,3,2,0.5803657921841736,0,LN15522,Medium
22,99600,6.0,5000,9.67,0.05,3,0,0,3,1,0.024037788139552624,0,LN13974,Low
24,73440,7.0,7000,6.99,0.1,2,0,0,1,0,0.022030705460943805,0,LN11335,Low
24,43000,3.0,11400,7.49,0.27,2,0,3,3,0,0.021129304916455913,0,LN12056,Low
27,89904,1.0,10000,10.0,0.11,5,0,3,1,1,0.02052443467548016,0,LN24813,Low
31,70000,4.0,12000,6.91,0.17,7,0,0,3,0,0.021177148601846215,0,LN24160,Low
35,72000,3.0,12800,6.62,0.18,10,0,0,3,0,0.01956398645104593,0,LN28645,Low
30,90000,3.0,13000,11.89,0.14,10,0,0,1,1,0.041125167856286775,0,LN25823,Low
24,57100,3.0,6625,11.22,0.12,4,1,3,5,2,0.06701856049640659,0,LN07437,Low
38,65000,7.0,10000,13.49,0.15,12,0,0,3,2,0.10448097419005857,0,LN30772,Low
22,42000,3.0,10000,13.98,0.24,2,0,3,4,2,0.5992405431417224,0,LN10819,Medium
34,25480,6.0,5000,12.8,0.2,5,0,3,3,3,0.6312316628325205,1,LN23268,High
29,108000,13.0,3500,6.76,0.03,5,0,0,0,0,0.01871788193865128,0,LN26621,Low
25,60000,2.0,20000,10.99,0.33,4,0,3,1,1,0.9386057533537701,1,LN17114,High
24,65000,0.0,14000,8.49,0.22,3,0,0,1,0,0.0341872672282936,0,LN09932,Low
22,75000,6.0,2000,13.43,0.03,3,0,3,1,2,0.06612443634005742,0,LN01943,Low
28,50000,4.0,7200,10.99,0.14,9,0,3,4,1,0.03652654916183417,0,LN28292,Low
33,115000,6.0,10500,13.49,0.09,9,0,0,3,2,0.06540045801739823,0,LN26842,Low
27,44000,11.0,3000,18.39,0.07,7,1,3,5,4,0.09792429035458224,0,LN19444,Low
23,32000,5.0,2000,16.49,0.06,3,0,3,5,3,0.19874437692134586,0,LN01901,Low
21,16000,5.0,6000,9.63,0.38,3,0,3,5,1,0.9348870845328373,1,LN06106,High
36,101004,11.0,12000,5.79,0.12,11,0,0,3,0,0.020523389159385914,0,LN31535,Low
28,124800,1.0,15000,12.53,0.12,5,1,0,5,2,0.021413206543847912,0,LN27131,Low
26,95000,9.0,17000,15.65,0.18,2,0,0,5,3,0.03316824081909583,0,LN13665,Low
47,18000,4.0,3000,5.42,0.17,12,0,0,4,0,0.8109307399611834,1,LN29270,High
31,102672,4.0,10000,7.9,0.1,10,0,2,1,0,0.02021763277574346,0,LN26467,Low
35,79750,5.0,35000,11.99,0.44,5,0,0,0,1,0.24805698351543085,0,LN25000,Low
25,154000,1.0,21600,10.37,0.14,3,0,0,1,1,0.03312878785598946,0,LN15684,Low
25,65000,3.0,1200,10.99,0.02,2,0,0,2,1,0.0509067573960697,0,LN09934,Low
30,42000,4.0,4000,15.23,0.1,9,1,2,4,2,0.10519737560078708,0,LN20631,Low
26,55000,0.0,10500,5.79,0.19,2,0,0,0,0,0.037583681123537424,0,LN07950,Low
27,28800,6.0,5000,14.96,0.17,5,1,3,1,3,0.5421849314357398,0,LN20652,Medium
24,60000,5.0,7000,6.54,0.12,4,0,3,1,0,0.031024970827478352,0,LN07085,Low
30,84300,4.0,12000,8.88,0.14,7,0,3,4,1,0.021731612114659838,0,LN25571,Low
32,128000,11.0,10000,13.85,0.08,5,1,3,5,2,0.047798845076009816,1,LN20605,Low
24,57000,1.0,3000,7.88,0.05,3,0,3,3,0,0.030513870718338262,0,LN02833,Low
28,43500,12.0,4000,12.69,0.09,5,0,0,4,1,0.17128205634554028,0,LN28133,Low
35,37000,2.0,2000,11.26,0.05,8,0,3,5,1,0.021734359951806535,0,LN28435,Low
43,138000,4.0,9900,6.99,0.07,14,0,0,1,0,0.020590853486925232,0,LN32219,Low
22,105000,6.0,12800,11.83,0.12,3,0,0,0,1,0.02889620246857087,0,LN17113,Low
25,78000,8.0,6000,15.62,0.08,3,0,0,0,3,0.8852016349523925,1,LN13258,High
35,19000,2.0,3300,13.85,0.17,6,0,3,2,2,0.8988650327013392,1,LN19702,High
37,22000,2.0,4000,10.0,0.18,17,0,3,3,1,0.0429581647831884,0,LN29786,Low
27,43000,2.0,8000,12.68,0.19,6,0,3,3,2,0.11057297926243925,0,LN23024,Low
24,13000,4.0,4000,9.88,0.31,2,0,3,4,1,0.9411497904961769,1,LN03669,High
28,32000,4.0,8575,17.58,0.27,7,0,0,2,3,0.8381464869212644,1,LN19281,High
26,54000,11.0,4800,11.49,0.09,2,0,0,0,1,0.1900652590818839,1,LN08789,Low
31,20000,1.0,5000,8.59,0.25,8,0,2,2,0,0.1035310136874199,0,LN27512,Low
21,20000,4.0,5600,10.75,0.28,4,0,3,3,1,0.05049784545498439,0,LN05920,Low
24,53000,0.0,7200,14.42,0.14,3,0,0,2,3,0.6940670105617252,0,LN07478,High
31,75000,0.0,5000,10.75,0.07,6,0,3,3,1,0.02349628887948939,0,LN21159,Low
22,14400,0.0,4000,14.61,0.28,2,0,3,5,3,0.9017253267956097,1,LN03682,High
32,51648,7.0,16000,14.18,0.31,8,0,3,5,4,0.8676716353748654,1,LN18725,High
24,83000,6.0,15000,6.91,0.18,4,0,0,3,0,0.022088335528530467,0,LN12577,Low
26,60000,7.0,12000,10.99,0.2,3,0,3,3,1,0.0361928197749953,0,LN12550,Low
29,55000,6.0,7450,15.62,0.14,8,0,3,2,3,0.8449415791834612,0,LN22593,High
27,110004,5.0,25000,12.73,0.23,6,1,0,4,2,0.06349351682603409,0,LN26745,Low
24,45996,3.0,12000,15.68,0.26,3,1,3,1,4,0.4920603657697318,0,LN12487,Medium
22,30000,4.0,7000,16.49,0.23,3,1,3,0,3,0.9177231897467862,1,LN07706,High
23,40000,7.0,5600,13.8,0.14,3,0,3,1,2,0.2868635765979074,0,LN05956,Low
23,52360,4.0,15000,16.49,0.29,2,1,0,4,3,0.20970831770207984,0,LN16392,Low
21,61490,5.0,7200,10.99,0.12,3,0,3,1,1,0.035283354867131266,0,LN08098,Low
24,25000,6.0,2000,6.62,0.08,4,0,3,4,0,0.03174271266148821,0,LN01812,Low
27,56253,11.0,10000,11.36,0.18,8,0,3,5,1,0.022216736196270154,0,LN24498,Low
27,90000,5.0,12000,12.73,0.13,9,0,0,5,2,0.025353866227159152,0,LN25795,Low
25,48000,9.0,15000,10.99,0.31,2,0,3,4,1,0.9323493618975096,1,LN14901,High
29,39996,0.0,4000,13.48,0.1,9,0,3,4,2,0.04368509171283119,0,LN20191,Low
26,37000,2.0,2500,7.14,0.07,3,0,3,5,0,0.02081934239514112,0,LN02350,Low
24,27000,1.0,7500,10.39,0.28,2,0,0,0,1,0.0526400296325843,0,LN01495,Low
22,55000,2.0,12000,6.54,0.22,4,0,0,1,0,0.025466077879751692,0,LN07947,Low
25,45000,9.0,4800,7.51,0.11,3,0,3,1,0,0.026208473025905493,0,LN04444,Low
25,51300,9.0,3600,7.49,0.07,3,0,3,0,0,0.021812718638972783,0,LN03574,Low
25,52500,9.0,7000,5.79,0.13,4,0,0,2,0,0.031180908481215214,0,LN07351,Low
26,75000,10.0,7000,10.59,0.09,4,0,2,5,1,0.01900035807356115,0,LN11503,Low
35,130000,15.0,5000,10.65,0.04,7,0,0,0,1,0.03137962985491083,0,LN27249,Low
26,42000,6.0,12375,7.51,0.29,3,0,3,4,0,0.028623405949877195,0,LN13276,Low
25,24000,0.0,7000,16.45,0.29,2,1,3,5,4,0.8910153172531784,1,LN06798,High
53,85000,2.0,8000,7.74,0.09,26,0,3,4,0,0.027645310632826364,0,LN32568,Low
30,156000,0.0,20000,6.54,0.13,8,0,3,1,0,0.026398921884252347,0,LN18494,Low
21,24996,3.0,7000,15.58,0.28,2,0,2,1,3,0.6639948769549818,0,LN01120,High
29,26400,4.0,7200,7.49,0.27,10,0,3,3,0,0.020806733854537376,0,LN22480,Low
25,82000,2.0,4050,9.99,0.05,2,0,3,5,1,0.019564130486066315,0,LN11049,Low
23,50000,0.0,10000,6.92,0.2,2,0,3,1,0,0.020165487934732648,0,LN11160,Low
26,24000,0.0,3600,14.96,0.15,4,0,3,3,3,0.9249075167184143,1,LN03283,High
31,258000,3.0,28000,5.99,0.11,5,0,0,4,0,0.022052293015751984,0,LN17925,Low
28,30000,4.0,3000,6.76,0.1,9,0,0,2,0,0.06124027937637627,0,LN28262,Low
24,52800,1.0,8000,12.87,0.15,3,1,3,3,2,0.033548956396425696,0,LN08994,Low
27,30000,1.0,10000,15.31,0.33,6,1,3,2,3,0.9373490147392817,1,LN24046,High
23,74000,7.0,24000,10.99,0.32,2,0,3,0,1,0.9294402981005162,1,LN00427,High
22,50663,0.0,7500,13.22,0.15,3,0,3,0,2,0.03395086658598787,0,LN08331,Low
22,30000,2.0,3600,10.99,0.12,3,0,3,0,1,0.05940642373558739,0,LN03290,Low
22,85000,3.0,10000,5.99,0.12,2,0,0,4,0,0.020489540198171948,0,LN12772,Low
22,16200,6.0,2000,12.42,0.12,3,0,2,4,1,0.2614515917357499,0,LN00360,Low
25,45000,3.0,13650,18.79,0.3,2,0,3,3,4,0.7888322297465753,1,LN13795,High
22,93000,6.0,6000,8.94,0.06,4,0,3,2,0,0.04308611972345738,1,LN06970,Low
23,75000,0.0,12000,9.62,0.16,2,0,0,1,1,0.0708587656776914,0,LN11586,Low
24,47000,3.0,6000,7.66,0.13,2,0,3,4,0,0.021369764874659313,0,LN06545,Low
23,36996,4.0,10000,7.51,0.27,3,0,2,3,0,0.051715367765773075,0,LN03470,Low
38,48000,3.0,5000,10.65,0.1,16,0,0,2,1,0.038519429688183476,0,LN30155,Low
27,50000,4.0,6400,13.23,0.13,7,1,3,2,2,0.07840075932071246,0,LN22264,Low
27,264000,0.0,35000,7.49,0.13,5,0,0,3,0,0.03473252542369352,0,LN27836,Low
30,11292,4.0,2100,6.76,0.19,6,0,3,3,0,0.9188376588779316,1,LN19062,High
24,40800,0.0,2800,6.99,0.07,4,0,3,5,0,0.01984673378883454,0,LN13311,Low
31,90000,11.0,6000,11.71,0.07,8,0,0,0,1,0.03191865474855544,0,LN25691,Low
24,50000,8.0,2000,15.31,0.04,2,0,3,2,3,0.4557200526676719,0,LN14637,Medium
31,50000,5.0,8800,6.17,0.18,9,0,3,3,0,0.02137210871537733,0,LN20958,Low
24,49278,4.0,11000,13.22,0.22,2,1,3,0,2,0.07497071595289409,0,LN17352,Low
50,90000,2.0,24000,11.36,0.27,13,0,0,5,1,0.02270800977311477,0,LN31381,Low
26,71000,9.0,3000,10.99,0.04,4,0,3,3,1,0.047543495753685557,0,LN02891,Low
32,86400,2.0,15000,6.03,0.17,7,0,3,5,0,0.020448835681614267,0,LN27564,Low
27,118000,3.0,10000,6.17,0.08,6,0,0,4,0,0.025209411901629574,0,LN26906,Low
22,60000,1.0,7500,11.66,0.13,2,0,0,1,2,0.11465857442565429,0,LN09249,Low
44,120000,6.0,4000,7.49,0.03,14,0,0,2,0,0.019320578270490687,0,LN31652,Low
27,62400,12.0,12000,5.42,0.19,6,0,0,3,0,0.022060597093858807,0,LN28578,Low
21,41000,5.0,5000,7.74,0.12,3,0,2,4,0,0.03476797421525183,0,LN04539,Low
31,93000,10.0,3000,8.49,0.03,8,0,0,3,0,0.034234022555625306,0,LN25942,Low
33,66000,2.0,6400,14.96,0.1,7,0,3,5,3,0.8880317666623302,1,LN22277,High
23,32000,7.0,3500,15.27,0.11,3,0,2,1,2,0.7656188167579424,0,LN13894,High
25,23920,0.0,4000,14.35,0.17,2,0,3,3,2,0.19627294534595774,0,LN03726,Low
42,26568,6.0,2500,10.37,0.09,14,0,3,4,1,0.0652283183271881,0,LN29570,Low
28,83004,13.0,21600,6.91,0.26,10,0,3,3,0,0.04590586825814816,0,LN18295,Low
28,65450,5.0,15000,16.89,0.19,9,0,0,3,3,0.8606221587895045,1,LN25659,High
29,91080,4.0,15600,15.7,0.17,9,0,0,2,3,0.6416961865539285,0,LN25869,High
29,96000,5.0,12000,9.88,0.13,5,0,0,2,1,0.022359852089054767,0,LN26128,Low
34,300000,18.0,16000,10.74,0.05,9,0,0,0,1,0.0544846922994518,0,LN17893,Low
32,37120,7.0,7000,13.47,0.19,10,1,3,4,2,0.09818599326301226,0,LN22359,Low
36,21996,3.0,2400,14.11,0.11,11,0,3,4,3,0.5596367705465934,0,LN29545,Medium
22,95000,0.0,6875,6.54,0.07,2,0,0,3,0,0.022657545244566684,0,LN13670,Low
26,32000,3.0,5000,6.03,0.16,2,0,3,0,0,0.03146536798127621,0,LN16521,Low
25,32000,1.0,2500,16.45,0.08,3,0,3,3,4,0.94036810826133,1,LN16021,High
31,35000,4.0,15000,13.11,0.43,9,0,3,3,2,0.939387435588617,1,LN26731,High
35,27996,14.0,8500,11.58,0.3,6,0,3,3,1,0.13332975472500008,0,LN21008,Low
30,55840,6.0,6000,10.25,0.11,5,0,3,3,1,0.052510095453430015,0,LN21760,Low
25,24000,4.0,4000,11.71,0.17,3,0,3,4,1,0.08437882906300502,0,LN03727,Low
29,77800,2.0,9000,12.42,0.12,6,0,3,5,1,0.022030705460943805,0,LN27955,Low
38,53712,7.0,4000,13.43,0.07,12,1,0,5,2,0.03986570502392253,0,LN30391,Low
25,130000,9.0,15000,11.89,0.12,2,0,0,4,1,0.02241537441226289,0,LN15359,Low
23,35500,0.0,3000,11.28,0.08,3,1,0,3,2,0.17239240660512758,0,LN03124,Low
22,58650,6.0,16800,16.77,0.24,2,0,3,3,3,0.889702591777691,1,LN01175,High
21,45996,2.0,17000,13.16,0.37,4,1,0,1,2,0.17218293895983808,1,LN07164,Low
34,48000,7.0,8400,11.71,0.17,8,0,0,5,1,0.022362732077258456,0,LN21411,Low
31,95004,3.0,25000,16.07,0.26,8,1,0,4,3,0.18354068768304713,0,LN26070,Low
37,110000,11.0,12000,7.88,0.11,16,0,0,2,0,0.022715506669912646,0,LN31600,Low
23,69000,7.0,9000,11.49,0.13,2,0,3,4,1,0.029108935532331768,0,LN05163,Low
22,10200,4.0,3250,13.48,0.32,2,1,3,5,2,0.932282199203358,1,LN03050,High
21,53684,5.0,16000,15.65,0.3,4,1,0,1,3,0.5365510720308877,0,LN07534,Medium
25,200000,0.0,24000,12.18,0.12,2,0,2,5,1,0.020793672162893795,0,LN17229,Low
26,46800,6.0,7500,9.99,0.16,3,0,3,0,1,0.04547099077674505,0,LN08299,Low
23,69000,0.0,2500,9.64,0.04,3,0,0,4,1,0.030737670477996203,1,LN11758,Low
24,40000,8.0,4000,7.14,0.1,2,0,0,3,0,0.022780165355426235,0,LN16916,Low
25,123000,1.0,8000,12.53,0.07,3,0,3,3,1,0.038540200607491804,0,LN09535,Low
31,300000,1.0,25000,14.83,0.08,9,0,0,5,3,0.08206326517257287,0,LN17895,Low
31,30000,0.0,6600,16.49,0.22,8,1,3,1,3,0.9207814369699195,1,LN22170,High
33,30000,14.0,7500,11.86,0.25,5,0,3,1,1,0.4641876401114251,1,LN22611,Medium
23,42000,7.0,12000,15.23,0.29,3,1,0,4,2,0.1039330150153323,0,LN04700,Low
32,32000,2.0,4000,10.78,0.13,5,1,2,5,2,0.03006268109217176,0,LN19339,Low
25,92000,9.0,13000,11.26,0.14,2,0,0,3,1,0.04647672034430342,0,LN13475,Low
21,83004,2.0,10000,15.28,0.12,4,0,0,0,3,0.808080689369893,1,LN13723,High
29,99000,3.0,8000,12.99,0.08,8,1,3,2,2,0.03171947722099132,0,LN23404,Low
25,50000,3.0,4000,14.61,0.08,4,1,3,4,3,0.05396169421498323,0,LN16034,Low
24,33600,2.0,9450,7.66,0.28,2,0,3,4,0,0.16007133217562178,1,LN10071,Low
27,120000,0.0,7000,7.49,0.06,9,0,0,4,0,0.02165852996378668,0,LN26954,Low
37,51000,3.0,12800,12.84,0.25,12,0,0,0,2,0.10718813353810613,0,LN30322,Low
31,190000,8.0,15000,6.03,0.08,8,0,2,1,0,0.023002955091479992,0,LN18047,Low
22,70000,0.0,6000,11.89,0.09,2,0,3,1,1,0.02237432534764947,0,LN06852,Low
27,70000,4.0,7500,7.88,0.11,5,0,3,3,0,0.023813783889491874,0,LN22733,Low
31,111000,3.0,5150,6.62,0.05,6,0,0,2,0,0.022060597093858807,0,LN26753,Low
25,34800,0.0,1000,13.98,0.03,3,1,3,3,2,0.1111629134563122,0,LN01372,Low
27,100000,4.0,20500,18.67,0.2,7,0,0,1,5,0.59028915239941,0,LN26351,Medium
29,33600,0.0,9600,15.99,0.29,7,1,3,4,3,0.9068201809813438,1,LN23785,High
23,72250,7.0,35000,15.99,0.41,2,0,0,3,3,0.8717681227820936,1,LN13857,High
26,61000,10.0,4200,7.29,0.07,4,0,0,4,0,0.020166232378846044,0,LN09317,Low
22,67500,1.0,7500,9.76,0.11,3,0,3,5,1,0.018718267030214883,0,LN17598,Low
39,110000,5.0,4500,13.49,0.04,11,0,3,2,2,0.042374893530696095,0,LN29874,Low
38,37200,1.0,5000,9.99,0.13,11,0,3,0,1,0.058886048391203566,0,LN29974,Low
24,58000,2.0,3200,14.35,0.06,2,0,3,5,2,0.13535320054465175,0,LN03028,Low
31,30000,1.0,15000,10.0,0.5,6,0,3,2,1,0.9411497904961769,1,LN26575,High
40,54000,3.0,6000,13.49,0.11,11,0,0,2,2,0.19424244653853492,0,LN30397,Low
23,55000,3.0,19200,15.21,0.35,4,0,3,1,3,0.9253768668088252,1,LN15882,High
33,40000,12.0,3200,5.42,0.08,8,0,0,4,0,0.026924167817935673,0,LN20352,Low
23,40000,5.0,6000,8.94,0.15,3,0,3,3,0,0.03332037266715839,0,LN06441,Low
31,86004,8.0,2000,10.74,0.02,6,0,2,5,1,0.019320578270490687,0,LN25560,Low
22,17352,4.0,2250,15.27,0.13,3,1,0,1,2,0.536010511026059,0,LN00409,Medium
28,64000,7.0,7000,11.71,0.11,9,0,0,1,1,0.16281627173641158,0,LN23537,Low
25,12000,4.0,3600,9.62,0.3,2,0,3,0,1,0.9350227567833876,1,LN03267,High
24,33000,7.0,14000,7.49,0.42,2,0,2,5,0,0.04212930302191905,0,LN13744,Low
29,54000,1.0,2000,10.01,0.04,7,0,3,2,1,0.05169197157768877,0,LN19027,Low
23,42996,2.0,6000,12.84,0.14,2,1,3,1,2,0.08228258567126054,0,LN06478,Low
34,64000,2.0,9000,6.92,0.14,6,0,0,1,0,0.01956398645104593,0,LN23548,Low
26,75000,10.0,9250,12.69,0.12,4,0,2,3,1,0.18235050157213553,0,LN11476,Low
58,100000,6.0,6000,5.42,0.06,19,0,0,4,0,0.01997684890836385,0,LN32513,Low
24,40000,4.0,14000,15.58,0.35,3,1,3,3,3,0.9323171528444684,1,LN13861,High
21,46000,2.0,5200,17.27,0.11,4,1,3,5,3,0.9211004102246075,1,LN09102,High
23,65000,2.0,8000,14.72,0.12,2,1,3,0,2,0.10452792493785591,0,LN09359,Low
29,57996,6.0,20475,12.72,0.35,10,0,0,1,2,0.1252430104449284,0,LN22762,Low
34,47700,2.0,9000,7.14,0.19,7,0,3,0,0,0.024125807765951718,0,LN23651,Low
22,23900,0.0,9000,10.99,0.38,2,0,3,4,1,0.9360423153813988,1,LN09764,High
22,48000,7.0,5000,6.99,0.1,2,0,3,1,0,0.023814124007390056,0,LN17130,Low
22,34000,3.0,4975,7.51,0.15,2,0,3,0,0,0.039470955489502475,1,LN04709,Low
29,62000,4.0,2300,13.43,0.04,6,1,3,0,2,0.03628305855200234,1,LN19115,Low
32,54000,9.0,13000,12.53,0.24,10,1,0,5,2,0.027412039352077266,0,LN27990,Low
29,25000,5.0,10000,13.49,0.4,5,1,2,3,2,0.5257685442277881,0,LN27004,Medium
27,70000,0.0,33000,10.99,0.47,7,0,0,3,1,0.06080455934873402,0,LN24135,Low
24,51000,6.0,15000,11.12,0.29,2,0,3,3,1,0.06579601941803309,0,LN17207,Low
48,19200,1.0,7000,13.48,0.36,12,1,2,1,2,0.8528250201615637,1,LN29286,High
22,36996,5.0,10000,7.51,0.27,4,0,3,1,0,0.035560750643694454,0,LN10654,Low
25,33800,2.0,10000,15.31,0.3,4,0,0,1,3,0.7316933980592006,0,LN02694,High
22,48500,1.0,20000,11.36,0.41,2,0,3,5,1,0.9374881822564456,1,LN16436,High
22,36000,6.0,6000,10.0,0.17,3,0,3,1,1,0.0386389204468771,0,LN06347,Low
44,91000,14.0,7900,8.59,0.09,14,0,0,3,0,0.02729086809439747,0,LN31398,Low
28,45000,6.0,10000,5.99,0.22,10,0,0,0,0,0.03401879734544014,0,LN21010,Low
24,86250,1.0,9000,12.69,0.1,2,0,3,2,1,0.042054252875091604,0,LN05198,Low
27,75000,3.0,20000,11.83,0.27,10,0,3,3,1,0.06375662250821892,0,LN18407,Low
29,140000,13.0,12600,7.49,0.09,6,0,0,5,0,0.018448133623092573,0,LN27446,Low
23,39216,5.0,10000,13.49,0.25,3,0,0,5,2,0.04053795786846749,0,LN03925,Low
27,83300,3.0,12000,15.21,0.12,6,0,0,3,3,0.7244364754771837,1,LN26712,High
23,54996,7.0,8000,14.35,0.15,4,0,0,4,2,0.5101022077897789,0,LN07789,Medium
27,55000,2.0,9600,9.62,0.17,9,0,0,3,1,0.039894241530068215,0,LN22450,Low
24,108000,8.0,4200,7.49,0.04,3,0,0,0,0,0.019270041076644154,0,LN14475,Low
23,10000,1.0,2100,12.21,0.21,3,0,3,5,1,0.9080229586858062,1,LN01965,High
22,69996,6.0,15000,12.21,0.21,2,0,0,0,1,0.2206554497460185,0,LN10683,Low
30,105000,0.0,6000,14.72,0.06,10,1,0,5,2,0.03321337836950237,0,LN26539,Low
25,75000,9.0,20000,10.62,0.27,3,0,0,5,1,0.019270041076644154,0,LN11663,Low
23,80000,5.0,8000,7.9,0.1,3,0,3,1,0,0.02674790738323844,0,LN09440,Low
27,20400,4.0,4800,7.49,0.24,6,0,3,0,0,0.02865000300859899,0,LN20453,Low
22,39860,6.0,8000,11.11,0.2,3,0,3,4,1,0.08596477212717002,0,LN08791,Low
24,135000,8.0,5225,7.49,0.04,3,0,0,5,0,0.0184363853343647,0,LN15422,Low
23,39000,0.0,3000,12.53,0.08,4,1,0,5,2,0.0665083698386703,0,LN03909,Low
32,35100,4.0,12000,5.99,0.34,10,0,3,1,0,0.9252167510660678,1,LN25109,High
23,37000,4.0,10000,13.23,0.27,3,0,3,4,2,0.25270066759580007,0,LN10657,Low
24,62000,4.0,2000,13.49,0.03,3,0,3,1,2,0.040038572817933375,0,LN01927,Low
24,90000,4.0,1700,10.75,0.02,3,0,0,5,1,0.019270041076644154,0,LN13319,Low
31,41000,6.0,3200,13.16,0.08,6,0,0,3,2,0.33125285497977064,1,LN21347,Medium
36,40000,0.0,5000,8.0,0.13,16,0,2,4,0,0.03309519181592507,0,LN29886,Low
27,62900,3.0,12000,15.95,0.16,9,0,3,3,3,0.6564446367734625,1,LN25540,High
24,130000,8.0,22800,10.99,0.18,3,0,2,5,1,0.018717816626175582,0,LN15350,Low
21,35000,6.0,5000,14.79,0.14,2,0,3,4,2,0.4355677957031238,1,LN04951,Medium
26,26000,2.0,3825,14.27,0.15,4,0,3,0,2,0.7466312313629159,0,LN03647,High
38,81000,0.0,11000,10.36,0.14,14,0,0,1,1,0.06500064054189829,0,LN31225,Low
28,35000,2.0,6000,11.89,0.17,10,0,3,1,1,0.07602420763170806,0,LN21584,Low
21,55000,5.0,10500,7.51,0.19,3,0,0,1,0,0.03699786482809805,0,LN07986,Low
32,202300,9.0,25000,14.59,0.11,7,0,0,3,3,0.8295595595421172,1,LN17930,High
35,32900,4.0,4800,13.23,0.15,9,1,3,2,2,0.5897248175881089,1,LN20489,Medium
33,49000,6.0,7200,12.42,0.15,7,0,3,3,1,0.09427304406335779,0,LN22518,Low
27,60000,6.0,5100,11.49,0.09,6,0,0,5,1,0.020203351275499735,0,LN22995,Low
26,69000,2.0,11000,7.49,0.16,2,0,0,0,0,0.024581417914091342,0,LN10599,Low
43,500000,5.0,25000,12.61,0.05,14,1,0,5,2,0.05410386928758091,0,LN29132,Low
27,231252,1.0,2000,9.91,0.01,10,0,0,4,1,0.0324181990317662,0,LN27950,Low
21,75000,5.0,8550,6.91,0.11,3,0,0,1,0,0.019293853043923625,0,LN11589,Low
27,73004,5.0,9000,9.63,0.12,7,0,3,1,0,0.15945826088858187,1,LN20914,Low
22,82000,5.0,20000,9.88,0.24,4,0,0,1,1,0.03198320745464471,0,LN12514,Low
24,110000,4.0,13000,8.9,0.12,2,0,3,0,0,0.02206817652832883,0,LN13739,Low
22,38004,3.0,10000,10.75,0.26,2,0,3,1,1,0.029206395826574204,0,LN10691,Low
23,88000,4.0,8400,14.65,0.1,4,0,0,2,2,0.3077778782522684,1,LN14013,Medium
24,35100,8.0,1000,13.49,0.03,4,1,3,5,2,0.04000368805908606,0,LN01376,Low
24,172000,6.0,20000,13.47,0.12,4,1,0,0,2,0.03595739615519947,1,LN00237,Low
42,18000,3.0,8000,6.91,0.44,17,0,3,5,0,0.9196517984232732,1,LN30556,High
26,51000,10.0,15825,6.99,0.31,3,0,0,3,0,0.056102847441785834,0,LN07014,Low
28,59160,2.0,23500,10.99,0.4,6,0,0,4,1,0.04722105511388491,0,LN28294,Low
22,64000,2.0,14000,7.88,0.22,3,0,3,0,0,0.02715883111178179,0,LN13993,Low
35,36000,5.0,7000,6.91,0.19,8,0,3,3,0,0.04303177688494253,0,LN28628,Low
22,49000,0.0,7600,15.62,0.16,4,0,3,1,3,0.9253197410093676,1,LN08461,High
23,42000,2.0,6000,12.41,0.14,4,0,3,4,2,0.09062613515994167,1,LN06577,Low
24,57996,8.0,2000,15.37,0.03,4,0,3,3,3,0.7380891481126247,1,LN01931,High
24,30000,2.0,2400,13.72,0.08,4,1,3,3,2,0.3035637565899629,0,LN02106,Medium
23,50000,1.0,9000,7.49,0.18,2,0,0,4,0,0.027935122059199385,0,LN06788,Low
23,59004,5.0,20000,10.83,0.34,2,0,3,0,1,0.9375553449505972,1,LN00699,High
34,65000,17.0,10000,11.36,0.15,7,0,0,4,1,0.024808144814579974,0,LN23736,Low
24,86400,8.0,16200,13.48,0.19,4,0,0,4,2,0.03733912763055263,0,LN12990,Low
23,96000,2.0,12000,7.49,0.13,4,0,0,3,0,0.0184363853343647,0,LN13771,Low
45,48000,8.0,8000,9.63,0.17,13,0,0,2,0,0.07980366764365672,0,LN30186,Low
24,55530,8.0,8000,5.99,0.14,4,0,0,2,0,0.03214212263411841,0,LN08112,Low
26,85000,10.0,4650,13.49,0.05,3,1,0,0,2,0.03498261282227715,0,LN12764,Low
22,32244,2.0,11100,12.21,0.34,3,0,3,5,1,0.9360112693666539,1,LN11947,High
22,61000,6.0,12000,7.49,0.2,2,0,0,1,0,0.03216732953929982,0,LN09310,Low
24,47000,0.0,9000,8.94,0.19,3,0,0,3,0,0.028927839103287487,0,LN05883,Low
22,60000,6.0,2000,12.61,0.03,2,1,0,1,2,0.04048171489095248,0,LN08948,Low
22,59000,6.0,6400,7.49,0.11,4,0,0,0,0,0.030798649217484347,0,LN17194,Low
24,102960,2.0,16000,7.88,0.16,2,0,0,0,0,0.01926989704162377,0,LN14263,Low
24,80000,8.0,5000,15.62,0.06,2,0,0,5,3,0.04111990770435004,0,LN17628,Low
24,43200,0.0,10000,14.26,0.23,4,0,0,1,2,0.5025503159698651,0,LN17063,Medium
