loan_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,default_flag
LN27337,29,134000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,6000,5.99,0,0.04,0,8,0
LN27338,35,122000,MORTGAGE,3.0,VENTURE,D,25000,15.2,1,0.2,0,10,1
LN27339,29,134000,MORTGAGE,2.0,PERSONAL,C,8000,14.22,0,0.06,0,7,0
LN27340,30,134500,MORTGAGE,9.0,DEBTCONSOLIDATION,C,24000,15.96,0,0.18,1,6,0
LN27341,31,134748,MORTGAGE,15.0,VENTURE,B,18000,10.74,0,0.13,0,9,0
LN27342,28,51850,RENT,12.0,MEDICAL,F,15000,18.535,1,0.25,0,9,1
LN27343,29,67000,RENT,1.0,EDUCATION,C,15000,13.57,0,0.22,0,9,0
LN27344,33,135000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,12000,7.9,0,0.09,0,7,0
LN27345,30,135000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,32000,7.9,0,0.24,0,9,0
LN27346,33,135000,MORTGAGE,6.0,MEDICAL,B,22250,10.99,0,0.16,0,9,0
LN27347,34,135000,MORTGAGE,2.0,PERSONAL,A,15000,5.42,0,0.11,0,6,0
LN27348,29,135000,MORTGAGE,14.0,MEDICAL,A,24000,5.99,0,0.18,0,10,0
LN27349,28,135000,MORTGAGE,0.0,MEDICAL,A,14400,5.42,0,0.11,0,8,0
LN27350,29,61000,RENT,2.0,PERSONAL,D,15000,14.96,1,0.25,1,8,1
LN27351,32,135000,MORTGAGE,10.0,PERSONAL,B,10000,10.99,0,0.07,0,6,0
LN27352,29,67704,RENT,3.0,PERSONAL,B,15000,11.86,0,0.22,0,8,0
LN27353,32,135000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,16000,10.99,0,0.12,0,10,0
LN27354,33,135000,OWN,0.0,PERSONAL,A,6275,6.91,0,0.05,0,7,0
LN27355,31,67800,RENT,7.0,EDUCATION,B,15000,11.89,0,0.22,0,8,0
LN27356,31,135000,MORTGAGE,14.0,PERSONAL,B,15000,10.75,0,0.11,0,6,0
LN27357,27,135000,MORTGAGE,3.0,MEDICAL,B,25000,11.12,0,0.19,0,8,0
LN27358,28,123000,MORTGAGE,0.0,PERSONAL,A,10000,7.14,1,0.08,0,6,1
LN27359,31,135000,MORTGAGE,9.0,VENTURE,A,10000,7.14,0,0.07,0,6,0
LN27360,28,68004,RENT,1.0,PERSONAL,C,15000,13.16,0,0.22,0,7,0
LN27361,28,123000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,15000,13.85,1,0.12,1,9,1
LN27362,31,135000,MORTGAGE,2.0,MEDICAL,B,20000,11.36,0,0.15,0,9,0
LN27363,33,135000,MORTGAGE,0.0,VENTURE,A,10000,7.51,0,0.07,0,10,0
LN27364,31,135000,MORTGAGE,12.0,MEDICAL,C,15000,13.85,0,0.11,0,10,0
LN27365,32,135000,MORTGAGE,16.0,PERSONAL,A,13000,7.88,0,0.1,0,5,0
LN27366,33,135000,OWN,0.0,PERSONAL,B,17500,11.83,0,0.13,0,8,0
LN27367,29,135000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,18000,14.61,0,0.13,0,8,0
LN27368,27,104550,MORTGAGE,0.0,MEDICAL,F,23000,18.43,1,0.19,0,9,1
LN27369,28,123000,OWN,0.0,DEBTCONSOLIDATION,G,22000,20.86,1,0.18,1,8,1
LN27370,29,135000,MORTGAGE,10.0,VENTURE,B,11000,11.83,0,0.08,0,7,0
LN27371,29,135000,MORTGAGE,0.0,EDUCATION,A,11000,8.94,0,0.08,0,8,0
LN27372,32,70000,RENT,2.0,MEDICAL,C,15000,14.27,0,0.21,1,5,0
LN27373,35,135000,MORTGAGE,12.0,EDUCATION,C,10000,13.16,0,0.07,1,7,0
LN27374,34,135000,MORTGAGE,18.0,EDUCATION,A,8000,9.32,0,0.06,0,6,0
LN27375,29,64000,RENT,3.0,EDUCATION,C,15000,15.27,1,0.23,0,6,1
LN27376,34,135000,MORTGAGE,7.0,EDUCATION,C,15000,13.47,0,0.11,1,7,0
LN27377,30,135000,MORTGAGE,14.0,PERSONAL,E,25000,15.25,0,0.19,1,9,0
LN27378,27,70000,RENT,7.0,MEDICAL,A,15000,5.79,0,0.21,0,6,0
LN27379,27,123000,OWN,1.0,HOMEIMPROVEMENT,E,22350,14.07,1,0.18,1,6,1
LN27380,34,135600,MORTGAGE,10.0,EDUCATION,A,1000,5.42,0,0.01,0,7,0
LN27381,30,70000,RENT,0.0,PERSONAL,C,15000,13.61,0,0.21,1,8,0
LN27382,28,135996,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12500,8.59,0,0.09,0,6,0
LN27383,30,136000,MORTGAGE,13.0,VENTURE,B,2800,10.65,0,0.02,0,10,0
LN27384,32,136000,MORTGAGE,11.0,MEDICAL,B,12000,10.0,0,0.09,0,8,0
LN27385,27,136000,MORTGAGE,3.0,PERSONAL,A,5000,6.17,0,0.04,0,10,0
LN27386,35,136000,MORTGAGE,0.0,EDUCATION,D,15000,15.31,0,0.11,1,9,0
LN27387,28,136092,MORTGAGE,2.0,PERSONAL,C,8000,13.61,0,0.06,0,7,0
LN27388,35,136240,MORTGAGE,9.0,EDUCATION,A,15000,7.88,0,0.11,0,6,0
LN27389,34,136625,MORTGAGE,3.0,VENTURE,A,15000,7.88,0,0.11,0,6,0
LN27390,28,124886,MORTGAGE,12.0,HOMEIMPROVEMENT,B,5000,11.99,1,0.04,0,9,1
LN27391,28,70000,RENT,2.0,MEDICAL,B,15000,11.89,0,0.21,0,7,0
LN27392,30,137057,MORTGAGE,13.0,VENTURE,B,4750,12.18,0,0.03,0,7,0
LN27393,27,137720,MORTGAGE,6.0,DEBTCONSOLIDATION,A,13000,7.14,0,0.09,0,9,0
LN27394,28,138000,MORTGAGE,11.0,MEDICAL,A,5000,6.62,0,0.04,0,5,0
LN27395,29,138000,MORTGAGE,0.0,EDUCATION,C,25000,13.06,0,0.18,1,10,0
LN27396,32,138000,MORTGAGE,16.0,EDUCATION,A,20000,7.88,0,0.14,0,7,0
LN27397,32,138000,MORTGAGE,5.0,VENTURE,C,16800,14.35,0,0.12,0,9,0
LN27398,34,138000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,25000,11.12,0,0.18,0,6,0
LN27399,31,138000,MORTGAGE,15.0,MEDICAL,B,24000,10.62,0,0.17,0,6,0
LN27400,27,138000,MORTGAGE,5.0,PERSONAL,A,17000,7.88,0,0.12,0,5,0
LN27401,28,21084,OWN,4.0,EDUCATION,A,7750,7.51,0,0.37,0,9,0
LN27402,29,138000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,7500,13.24,0,0.05,1,8,0
LN27403,34,138571,MORTGAGE,18.0,PERSONAL,D,25000,14.59,0,0.18,0,8,0
LN27404,28,138600,MORTGAGE,10.0,DEBTCONSOLIDATION,C,12000,12.99,0,0.09,0,7,0
LN27405,28,138996,MORTGAGE,3.0,PERSONAL,C,20000,13.79,0,0.14,1,9,0
LN27406,35,139000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,35000,12.69,0,0.25,0,6,0
LN27407,30,139008,MORTGAGE,2.0,EDUCATION,C,15000,13.47,0,0.11,0,6,0
LN27408,32,139200,MORTGAGE,5.0,EDUCATION,A,6000,7.9,0,0.04,0,5,0
LN27409,29,139500,MORTGAGE,4.0,HOMEIMPROVEMENT,A,15000,7.49,0,0.11,0,5,0
LN27410,28,139913,MORTGAGE,7.0,HOMEIMPROVEMENT,A,5375,8.94,0,0.04,0,6,0
LN27411,28,140000,OWN,12.0,VENTURE,D,18000,16.29,0,0.13,0,7,0
LN27412,29,140000,OWN,5.0,VENTURE,B,27000,9.91,0,0.19,0,7,0
LN27413,27,71000,RENT,11.0,EDUCATION,B,15000,9.01,0,0.21,0,6,0
LN27414,29,140000,MORTGAGE,4.0,EDUCATION,C,16775,14.27,0,0.12,1,10,0
LN27415,28,140000,OWN,1.0,EDUCATION,B,17600,12.42,0,0.13,0,6,0
LN27416,30,140000,MORTGAGE,6.0,PERSONAL,A,5000,8.9,0,0.04,0,6,0
LN27417,28,140000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,18000,14.65,0,0.13,1,7,0
LN27418,27,140000,MORTGAGE,7.0,PERSONAL,A,18000,7.9,0,0.13,0,9,0
LN27419,28,140000,MORTGAGE,8.0,MEDICAL,A,22000,7.9,0,0.16,0,6,0
LN27420,31,140000,MORTGAGE,5.0,MEDICAL,B,30000,11.71,0,0.21,0,7,0
LN27421,28,140000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,5000,11.49,0,0.04,0,9,0
LN27422,28,72000,RENT,6.0,MEDICAL,A,15000,6.54,0,0.21,0,6,0
LN27423,31,128000,MORTGAGE,15.0,DEBTCONSOLIDATION,D,35000,15.99,1,0.27,0,6,1
LN27424,27,72000,RENT,0.0,MEDICAL,B,15000,11.86,0,0.21,0,6,0
LN27425,33,21000,OWN,1.0,EDUCATION,B,7750,11.83,0,0.37,0,6,0
LN27426,28,128000,MORTGAGE,11.0,DEBTCONSOLIDATION,G,14400,22.11,1,0.11,1,8,1
LN27427,27,140000,MORTGAGE,4.0,PERSONAL,B,2800,11.99,0,0.02,0,9,0
LN27428,33,20988,OWN,2.0,PERSONAL,B,3600,11.71,0,0.17,0,5,0
LN27429,34,128000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,12325,8.49,1,0.1,0,5,1
LN27430,28,140000,MORTGAGE,12.0,VENTURE,A,9000,5.99,0,0.06,0,9,0
LN27431,31,140000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,11000,10.0,0,0.08,0,8,0
LN27432,28,108800,MORTGAGE,3.0,MEDICAL,E,35000,16.4,1,0.27,1,7,1
LN27433,27,140000,MORTGAGE,11.0,MEDICAL,A,2700,7.49,0,0.02,0,9,0
LN27434,27,140000,OWN,8.0,PERSONAL,D,28000,15.65,0,0.2,0,5,0
LN27435,27,140000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.07,0,6,0
LN27436,32,140000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,12000,7.49,0,0.09,0,8,0
LN27437,33,140000,MORTGAGE,8.0,VENTURE,A,8000,5.79,0,0.06,0,6,0
LN27438,34,140000,MORTGAGE,8.0,EDUCATION,A,12000,7.29,0,0.09,0,8,0
LN27439,29,108800,MORTGAGE,1.0,MEDICAL,F,18500,17.8,1,0.14,0,10,1
LN27440,28,140000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,25000,15.95,0,0.18,0,10,0
LN27441,33,140000,MORTGAGE,14.0,MEDICAL,A,9600,6.91,0,0.07,0,10,0
LN27442,28,140000,MORTGAGE,12.0,MEDICAL,B,15000,8.88,0,0.11,0,5,0
LN27443,32,140000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,18000,6.17,0,0.13,0,5,0
LN27444,32,140000,MORTGAGE,9.0,EDUCATION,A,11000,5.42,0,0.08,0,8,0
LN27445,32,74000,RENT,15.0,VENTURE,F,15000,17.15,0,0.2,0,6,0
LN27446,29,140000,MORTGAGE,13.0,VENTURE,A,12600,7.49,0,0.09,0,6,0
LN27447,34,140000,MORTGAGE,17.0,VENTURE,D,12000,15.21,0,0.09,1,10,0
LN27448,29,140000,MORTGAGE,4.0,MEDICAL,A,24000,7.88,0,0.17,0,5,0
LN27449,32,140000,MORTGAGE,3.0,EDUCATION,B,5000,10.38,0,0.04,0,6,0
LN27450,29,140000,MORTGAGE,12.0,MEDICAL,B,24250,11.12,0,0.17,0,8,0
LN27451,34,128000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,3000,15.31,1,0.02,0,10,1
LN27452,31,74028,RENT,5.0,EDUCATION,B,15000,10.59,0,0.2,0,9,0
LN27453,32,140000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,20000,11.12,0,0.14,0,9,0
LN27454,34,140000,OWN,13.0,EDUCATION,A,4000,7.88,0,0.03,0,7,0
LN27455,31,140000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,12000,7.88,0,0.09,0,9,0
LN27456,33,140000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,6.76,0,0.04,0,6,0
LN27457,29,74872,RENT,4.0,PERSONAL,A,15000,7.88,0,0.2,0,9,0
LN27458,33,140000,MORTGAGE,6.0,MEDICAL,A,13000,7.51,0,0.09,0,6,0
LN27459,31,75000,RENT,5.0,DEBTCONSOLIDATION,B,15000,12.69,0,0.2,0,5,0
LN27460,34,128000,OWN,0.0,DEBTCONSOLIDATION,E,25000,17.39,1,0.2,0,5,1
LN27461,30,108800,MORTGAGE,2.0,MEDICAL,E,15000,16.35,1,0.12,0,8,1
LN27462,27,140000,OWN,12.0,VENTURE,B,24100,11.83,0,0.17,0,10,0
LN27463,27,140000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6000,13.57,0,0.04,0,5,0
LN27464,27,75000,RENT,5.0,PERSONAL,A,15000,6.91,0,0.2,0,10,0
LN27465,27,140000,MORTGAGE,2.0,EDUCATION,B,14000,10.99,0,0.1,0,5,0
LN27466,35,140000,MORTGAGE,3.0,MEDICAL,B,25000,12.21,0,0.18,0,10,0
LN27467,32,140000,MORTGAGE,16.0,VENTURE,B,25000,10.08,0,0.18,0,7,0
LN27468,27,140004,MORTGAGE,11.0,VENTURE,A,9800,5.42,0,0.07,0,6,0
LN27469,34,140004,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.09,0,8,0
LN27470,32,140304,MORTGAGE,8.0,MEDICAL,A,20000,6.91,0,0.14,0,10,0
LN27471,27,75000,RENT,2.0,DEBTCONSOLIDATION,C,15000,14.35,0,0.2,0,5,0
LN27472,27,140987,MORTGAGE,5.0,VENTURE,A,6450,5.99,0,0.05,0,10,0
LN27473,29,141000,MORTGAGE,1.0,VENTURE,A,8000,6.99,0,0.06,0,9,0
LN27474,28,141000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,9000,7.14,0,0.06,0,8,0
LN27475,28,141996,MORTGAGE,3.0,VENTURE,A,13000,7.49,0,0.09,0,7,0
LN27476,27,129996,MORTGAGE,2.0,VENTURE,D,12800,14.84,1,0.1,1,7,1
LN27477,32,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,5000,10.99,1,0.04,0,9,1
LN27478,30,142000,MORTGAGE,5.0,VENTURE,B,10000,11.12,0,0.07,0,8,0
LN27479,28,142000,MORTGAGE,3.0,EDUCATION,B,18000,10.38,0,0.13,0,8,0
LN27480,29,142000,OWN,14.0,EDUCATION,B,24250,11.48,0,0.17,0,7,0
LN27481,33,69000,RENT,3.0,HOMEIMPROVEMENT,B,15000,10.62,1,0.22,0,7,1
LN27482,30,110925,MORTGAGE,1.0,MEDICAL,D,25000,15.33,1,0.19,0,9,1
LN27483,30,143000,MORTGAGE,11.0,PERSONAL,A,18000,8.49,0,0.13,0,7,0
LN27484,29,143000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,16800,6.17,0,0.12,0,9,0
LN27485,27,75000,RENT,7.0,VENTURE,B,15000,11.14,0,0.2,0,6,0
LN27486,33,143004,MORTGAGE,17.0,VENTURE,A,10000,6.99,0,0.07,0,9,0
LN27487,34,143150,MORTGAGE,0.0,VENTURE,A,12000,9.32,0,0.08,0,6,0
LN27488,35,143485,MORTGAGE,10.0,PERSONAL,B,8000,10.62,0,0.06,0,7,0
LN27489,30,143500,MORTGAGE,0.0,HOMEIMPROVEMENT,B,20000,11.89,0,0.14,0,8,0
LN27490,27,144000,MORTGAGE,11.0,EDUCATION,D,16000,16.77,0,0.11,1,6,0
LN27491,27,144000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,11000,8.9,0,0.08,0,6,0
LN27492,33,144000,MORTGAGE,1.0,MEDICAL,A,5000,8.9,0,0.03,0,10,0
LN27493,28,144000,MORTGAGE,12.0,MEDICAL,A,35000,8.9,0,0.24,0,7,0
LN27494,35,144000,MORTGAGE,0.0,EDUCATION,A,35000,7.49,0,0.24,0,9,0
LN27495,29,144000,MORTGAGE,13.0,VENTURE,A,16000,6.62,0,0.11,0,9,0
LN27496,29,144000,MORTGAGE,11.0,MEDICAL,B,7000,10.59,0,0.05,0,10,0
LN27497,30,144000,MORTGAGE,7.0,MEDICAL,A,6000,8.49,0,0.04,0,8,0
LN27498,28,144000,OWN,11.0,MEDICAL,D,7000,15.99,0,0.05,1,10,0
LN27499,28,144000,MORTGAGE,12.0,PERSONAL,A,30000,7.49,0,0.21,0,5,0
LN27500,27,144000,MORTGAGE,6.0,MEDICAL,A,5000,7.49,0,0.03,0,5,0
LN27501,30,144000,MORTGAGE,12.0,PERSONAL,C,35000,12.68,0,0.24,0,8,0
LN27502,27,75127,RENT,11.0,HOMEIMPROVEMENT,B,15000,10.64,0,0.2,0,6,0
LN27503,29,144000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,5000,13.06,0,0.03,0,7,0
LN27504,30,144000,MORTGAGE,2.0,VENTURE,A,6000,6.91,0,0.04,0,6,0
LN27505,30,69600,RENT,0.0,PERSONAL,D,15000,14.59,1,0.22,0,7,1
LN27506,27,144000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,21000,13.57,0,0.15,1,8,0
LN27507,28,76000,RENT,2.0,HOMEIMPROVEMENT,C,15000,12.73,0,0.2,1,9,0
LN27508,33,144000,MORTGAGE,13.0,EDUCATION,D,19000,15.31,0,0.13,0,8,0
LN27509,31,76000,RENT,2.0,PERSONAL,A,15000,7.88,0,0.2,0,7,0
LN27510,30,144997,MORTGAGE,14.0,PERSONAL,B,25000,11.83,0,0.17,0,5,0
LN27511,30,145000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,9600,7.9,0,0.07,0,6,0
LN27512,31,20000,OWN,1.0,HOMEIMPROVEMENT,A,5000,8.59,0,0.25,0,8,0
LN27513,29,145000,MORTGAGE,0.0,VENTURE,D,14000,16.77,0,0.1,1,5,0
LN27514,30,145000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6000,10.59,0,0.04,0,8,0
LN27515,32,71000,RENT,2.0,EDUCATION,D,15000,15.95,1,0.21,0,9,1
LN27516,29,20000,OWN,0.0,VENTURE,A,3000,8.0,0,0.15,0,5,0
LN27517,31,77000,RENT,2.0,PERSONAL,A,15000,8.38,0,0.19,0,8,0
LN27518,28,145000,MORTGAGE,9.0,VENTURE,B,25000,10.99,0,0.17,0,9,0
LN27519,30,79000,RENT,5.0,EDUCATION,F,15000,18.535,0,0.19,0,7,0
LN27520,30,145000,MORTGAGE,4.0,EDUCATION,B,12000,10.99,0,0.08,0,8,0
LN27521,32,145000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,20000,11.36,0,0.14,0,8,0
LN27522,28,80000,RENT,0.0,MEDICAL,C,15000,13.49,0,0.19,0,5,0
LN27523,29,145000,MORTGAGE,0.0,VENTURE,B,25000,10.08,0,0.17,0,8,0
LN27524,28,133000,MORTGAGE,6.0,DEBTCONSOLIDATION,E,20000,16.82,1,0.15,1,5,1
LN27525,27,145986,MORTGAGE,2.0,MEDICAL,A,5500,5.42,0,0.04,0,6,0
LN27526,34,113900,MORTGAGE,5.0,MEDICAL,E,35000,18.64,1,0.26,0,10,1
LN27527,27,146000,MORTGAGE,5.0,MEDICAL,A,2500,8.49,0,0.02,0,5,0
LN27528,29,146000,MORTGAGE,12.0,MEDICAL,A,3800,6.39,0,0.03,0,6,0
LN27529,31,146000,MORTGAGE,12.0,EDUCATION,E,2500,16.7,0,0.02,0,9,0
LN27530,29,80000,RENT,13.0,MEDICAL,B,15000,10.37,0,0.19,0,8,0
LN27531,29,80000,RENT,13.0,MEDICAL,C,15000,13.72,0,0.19,1,5,0
LN27532,28,147500,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,11.12,0,0.07,0,7,0
LN27533,27,19200,OWN,3.0,PERSONAL,A,8000,8.9,1,0.42,0,8,1
LN27534,28,80000,RENT,2.0,DEBTCONSOLIDATION,B,15000,11.48,0,0.19,0,5,0
LN27535,27,147884,MORTGAGE,4.0,HOMEIMPROVEMENT,B,4500,11.49,0,0.03,0,5,0
LN27536,33,148000,MORTGAGE,17.0,VENTURE,C,8000,13.98,0,0.05,1,5,0
LN27537,29,136000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,7775,14.96,1,0.06,1,5,1
LN27538,33,82000,RENT,5.0,VENTURE,C,15000,14.35,0,0.18,0,7,0
LN27539,29,83500,RENT,1.0,HOMEIMPROVEMENT,C,15000,13.43,0,0.18,1,10,0
LN27540,27,149616,OWN,0.0,MEDICAL,C,15000,11.03,0,0.1,0,10,0
LN27541,28,84000,RENT,3.0,HOMEIMPROVEMENT,B,15000,11.86,0,0.18,0,9,0
LN27542,32,84000,RENT,7.0,DEBTCONSOLIDATION,B,15000,10.99,0,0.18,0,7,0
LN27543,32,150000,MORTGAGE,16.0,MEDICAL,A,16000,6.03,0,0.11,0,10,0
LN27544,33,150000,MORTGAGE,17.0,VENTURE,A,14000,6.62,0,0.09,0,7,0
LN27545,34,150000,MORTGAGE,18.0,DEBTCONSOLIDATION,A,6000,6.03,0,0.04,0,10,0
LN27546,32,150000,MORTGAGE,11.0,PERSONAL,A,20000,7.9,0,0.13,0,10,0
LN27547,34,138000,MORTGAGE,18.0,HOMEIMPROVEMENT,E,2400,19.91,1,0.02,1,7,1
LN27548,34,150000,MORTGAGE,1.0,VENTURE,B,28000,11.71,0,0.19,0,5,0
LN27549,32,66725,RENT,4.0,MEDICAL,B,15000,10.99,1,0.19,0,5,1
LN27550,29,78996,RENT,0.0,HOMEIMPROVEMENT,D,15000,15.7,1,0.19,1,7,1
LN27551,35,150000,MORTGAGE,16.0,HOMEIMPROVEMENT,A,10000,7.9,0,0.07,0,9,0
LN27552,32,150000,OWN,3.0,HOMEIMPROVEMENT,C,8000,13.48,0,0.05,1,6,0
LN27553,30,19200,OWN,4.0,PERSONAL,A,2100,7.14,0,0.11,0,5,0
LN27554,32,150000,MORTGAGE,17.0,VENTURE,C,12000,12.99,0,0.08,1,9,0
LN27555,31,138000,MORTGAGE,0.0,PERSONAL,A,35000,7.49,1,0.25,0,5,1
LN27556,35,73000,RENT,0.0,HOMEIMPROVEMENT,D,15000,15.57,1,0.21,0,8,1
LN27557,30,138000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,10000,10.99,1,0.07,0,10,1
LN27558,29,62050,RENT,3.0,MEDICAL,E,15000,15.95,1,0.21,1,8,1
LN27559,33,117300,MORTGAGE,3.0,MEDICAL,D,16000,15.99,1,0.12,0,5,1
LN27560,27,150000,MORTGAGE,4.0,VENTURE,C,6000,13.49,0,0.04,0,6,0
LN27561,32,150000,MORTGAGE,16.0,PERSONAL,A,6000,7.49,0,0.04,0,9,0
LN27562,27,86000,RENT,7.0,DEBTCONSOLIDATION,A,15000,6.91,0,0.17,0,5,0
LN27563,33,150000,MORTGAGE,12.0,EDUCATION,B,13125,10.99,0,0.09,0,9,0
LN27564,32,86400,RENT,2.0,VENTURE,A,15000,6.03,0,0.17,0,7,0
LN27565,29,150000,MORTGAGE,1.0,MEDICAL,C,10000,13.49,0,0.07,0,10,0
LN27566,28,19200,OWN,2.0,PERSONAL,D,4700,15.31,1,0.24,1,5,1
LN27567,29,150000,MORTGAGE,4.0,MEDICAL,A,7200,7.29,0,0.05,0,7,0
LN27568,29,87000,RENT,1.0,HOMEIMPROVEMENT,B,15000,10.59,0,0.17,0,6,0
LN27569,30,150000,OWN,5.0,PERSONAL,D,5425,15.31,0,0.04,1,5,0
LN27570,32,75000,RENT,6.0,HOMEIMPROVEMENT,B,15000,8.88,1,0.2,0,9,1
LN27571,33,150000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4000,10.37,0,0.03,0,7,0
LN27572,35,87000,RENT,6.0,VENTURE,B,15000,10.99,0,0.17,0,7,0
LN27573,27,150000,MORTGAGE,11.0,PERSONAL,B,25000,10.36,0,0.17,0,7,0
LN27574,29,150000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,14000,5.79,0,0.09,0,9,0
LN27575,29,150000,MORTGAGE,14.0,VENTURE,A,12000,5.42,0,0.08,0,9,0
LN27576,31,18996,OWN,6.0,HOMEIMPROVEMENT,C,7000,13.48,1,0.37,0,8,1
LN27577,27,150000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20000,10.99,0,0.13,0,9,0
LN27578,27,150000,MORTGAGE,2.0,MEDICAL,A,18000,7.49,0,0.12,0,5,0
LN27579,33,138000,MORTGAGE,18.0,HOMEIMPROVEMENT,G,25000,21.27,1,0.18,1,10,1
LN27580,27,150000,MORTGAGE,3.0,EDUCATION,E,8000,17.19,0,0.05,1,5,0
LN27581,33,18720,OWN,0.0,DEBTCONSOLIDATION,C,3500,13.16,1,0.19,1,6,1
LN27582,34,150000,MORTGAGE,5.0,VENTURE,B,15000,11.86,0,0.1,0,9,0
LN27583,28,150000,MORTGAGE,4.0,EDUCATION,B,20000,10.99,0,0.13,0,8,0
LN27584,32,150000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7800,11.86,0,0.05,0,9,0
LN27585,28,150000,OWN,12.0,HOMEIMPROVEMENT,A,8500,6.76,0,0.06,0,8,0
LN27586,34,78000,RENT,9.0,DEBTCONSOLIDATION,E,15000,16.4,1,0.19,0,5,1
LN27587,29,150000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,12000,10.62,0,0.08,0,9,0
LN27588,29,150000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,10700,14.22,0,0.07,0,9,0
LN27589,28,150000,MORTGAGE,12.0,EDUCATION,C,10000,13.48,0,0.07,1,6,0
LN27590,28,150000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,15000,7.88,0,0.1,0,6,0
LN27591,34,90000,RENT,15.0,VENTURE,B,15000,11.12,0,0.17,0,5,0
LN27592,30,138000,MORTGAGE,3.0,EDUCATION,E,23975,17.93,1,0.17,0,7,1
LN27593,29,138000,MORTGAGE,2.0,PERSONAL,E,24000,16.35,1,0.17,0,6,1
LN27594,32,150000,MORTGAGE,0.0,PERSONAL,E,24000,17.04,0,0.16,1,9,0
LN27595,33,150000,OWN,14.0,VENTURE,B,21000,11.83,0,0.14,0,9,0
LN27596,30,150000,OWN,14.0,PERSONAL,B,24000,11.83,0,0.16,0,5,0
LN27597,33,150000,OWN,17.0,PERSONAL,B,20000,11.48,0,0.13,0,7,0
LN27598,29,90000,RENT,5.0,MEDICAL,C,15000,13.85,0,0.17,1,10,0
LN27599,27,150000,OWN,0.0,EDUCATION,A,10000,8.59,0,0.07,0,6,0
LN27600,30,90000,RENT,10.0,HOMEIMPROVEMENT,D,15000,14.96,0,0.17,0,6,0
LN27601,34,150000,MORTGAGE,14.0,VENTURE,E,25000,16.7,0,0.17,1,6,0
LN27602,27,150000,MORTGAGE,1.0,VENTURE,B,12000,11.89,0,0.08,0,5,0
LN27603,27,150000,MORTGAGE,4.0,PERSONAL,C,20000,12.84,0,0.13,1,6,0
LN27604,29,150000,MORTGAGE,12.0,PERSONAL,A,7000,9.32,0,0.05,0,6,0
LN27605,28,150000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,15000,11.89,0,0.1,0,9,0
LN27606,35,150000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,15000,13.16,0,0.1,1,7,0
LN27607,28,92000,RENT,4.0,DEBTCONSOLIDATION,A,15000,7.9,0,0.16,0,9,0
LN27608,28,150000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,15000,9.63,0,0.1,0,9,0
LN27609,27,150000,MORTGAGE,11.0,PERSONAL,A,9000,9.63,0,0.06,0,10,0
