loan_id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
LN40335,24,female,Bachelor,55111,2,RENT,12000,EDUCATION,11.07,0.22,3,581,Yes,0
LN40336,33,female,Associate,66765,14,RENT,10000,MEDICAL,9.46,0.15,6,675,Yes,0
LN40337,27,female,High School,78891,5,MORTGAGE,5000,DEBTCONSOLIDATION,5.53,0.06,5,696,Yes,0
LN40338,26,male,Bachelor,96688,3,MORTGAGE,8000,MEDICAL,12.68,0.08,4,628,No,0
LN40339,27,male,Bachelor,87230,6,RENT,10000,MEDICAL,10.95,0.11,9,679,Yes,0
LN40340,24,male,High School,51451,2,OWN,8000,VENTURE,6.62,0.16,4,549,Yes,0
LN40341,48,male,High School,144889,24,MORTGAGE,3600,VENTURE,11.01,0.02,17,606,No,0
LN40342,24,male,Associate,85197,0,RENT,13000,PERSONAL,5.56,0.15,4,655,Yes,0
LN40343,24,male,High School,60097,0,MORTGAGE,4000,VENTURE,13.85,0.07,4,657,Yes,0
LN40344,28,female,Bachelor,84603,6,RENT,2500,DEBTCONSOLIDATION,11.93,0.03,5,646,Yes,0
LN40345,31,male,High School,151235,7,RENT,3482,MEDICAL,13.49,0.02,9,582,Yes,0
LN40346,24,male,Associate,74912,2,MORTGAGE,2000,EDUCATION,13.49,0.03,3,571,No,0
LN40347,28,male,Associate,139289,6,MORTGAGE,5000,HOMEIMPROVEMENT,8.25,0.04,7,557,Yes,0
LN40348,33,female,High School,100009,11,MORTGAGE,11000,DEBTCONSOLIDATION,9.38,0.11,11,665,Yes,0
LN40349,26,male,Associate,61131,7,RENT,13000,HOMEIMPROVEMENT,11.31,0.21,4,638,Yes,0
LN40350,32,male,Master,108988,8,RENT,20000,HOMEIMPROVEMENT,12.95,0.18,10,674,Yes,0
LN40351,34,male,Bachelor,49434,10,MORTGAGE,10000,MEDICAL,6.56,0.2,14,698,Yes,0
LN40352,29,female,Associate,52629,8,RENT,8000,MEDICAL,14.45,0.15,6,682,Yes,0
LN40353,29,female,High School,48615,7,RENT,7000,PERSONAL,8.66,0.14,10,576,Yes,0
LN40354,30,male,Associate,229595,8,MORTGAGE,4172,PERSONAL,6.76,0.02,6,599,No,0
LN40355,24,male,Bachelor,84912,3,MORTGAGE,10018,MEDICAL,14.77,0.12,3,668,Yes,0
LN40356,28,female,Bachelor,116319,3,MORTGAGE,5000,VENTURE,11.23,0.04,7,571,Yes,0
LN40357,24,female,High School,31250,1,RENT,4000,VENTURE,9.45,0.13,3,552,No,0
LN40358,41,male,Associate,49022,18,RENT,9157,EDUCATION,7.49,0.19,14,647,Yes,0
LN40359,27,male,High School,73692,1,MORTGAGE,3000,HOMEIMPROVEMENT,12.25,0.04,5,586,Yes,0
LN40360,22,female,Associate,43700,0,RENT,4000,DEBTCONSOLIDATION,5.42,0.09,3,634,Yes,0
LN40361,25,female,High School,58205,5,MORTGAGE,20000,HOMEIMPROVEMENT,11.52,0.34,6,652,Yes,0
LN40362,23,male,Associate,79081,2,RENT,16000,MEDICAL,13.67,0.2,4,627,Yes,0
LN40363,31,female,High School,57185,8,RENT,14000,EDUCATION,12.94,0.24,5,657,Yes,0
LN40364,25,male,Associate,59935,1,RENT,10868,EDUCATION,9.48,0.18,2,580,Yes,0
LN40365,37,male,High School,193194,13,MORTGAGE,14151,VENTURE,7.3,0.07,15,596,Yes,0
LN40366,25,male,High School,60864,0,RENT,6000,VENTURE,13.2,0.1,3,598,No,0
LN40367,29,female,Associate,75482,4,MORTGAGE,20000,MEDICAL,10.91,0.26,9,599,No,0
LN40368,30,male,Bachelor,50101,7,RENT,5000,MEDICAL,12.33,0.1,10,641,Yes,0
LN40369,29,male,Master,54268,6,MORTGAGE,6000,VENTURE,12.23,0.11,8,639,No,0
LN40370,25,female,High School,27018,4,MORTGAGE,7813,EDUCATION,11.28,0.29,5,557,Yes,0
LN40371,46,male,Bachelor,18822,22,RENT,2000,VENTURE,12.28,0.11,13,600,Yes,0
LN40372,29,male,Bachelor,78740,5,MORTGAGE,20000,HOMEIMPROVEMENT,11.83,0.25,8,704,Yes,0
LN40373,25,male,Associate,48695,5,RENT,1438,VENTURE,9.4,0.03,4,606,Yes,0
LN40374,29,male,Associate,127720,0,RENT,8000,PERSONAL,7.49,0.06,7,653,Yes,0
LN40375,42,male,High School,205043,17,MORTGAGE,7315,VENTURE,12.23,0.04,12,655,Yes,0
LN40376,30,male,Bachelor,57479,8,MORTGAGE,10000,VENTURE,12.03,0.17,6,674,Yes,0
LN40377,25,male,Bachelor,84656,3,MORTGAGE,7043,MEDICAL,10.63,0.08,3,682,Yes,0
LN40378,28,female,High School,181353,2,MORTGAGE,12678,MEDICAL,11.42,0.07,6,634,No,0
LN40379,27,female,Bachelor,32847,4,RENT,5232,EDUCATION,8.18,0.16,4,652,No,0
LN40380,22,female,Bachelor,39626,0,RENT,5000,DEBTCONSOLIDATION,7.68,0.13,4,676,No,0
LN40381,23,female,High School,29978,1,RENT,5000,PERSONAL,8.31,0.17,3,663,Yes,0
LN40382,27,male,Bachelor,60318,4,MORTGAGE,7000,VENTURE,8.72,0.12,4,528,Yes,0
LN40383,30,male,Bachelor,301207,9,RENT,20000,EDUCATION,13.09,0.07,10,638,Yes,0
LN40384,24,male,High School,160339,1,MORTGAGE,17400,VENTURE,11.71,0.11,4,581,Yes,0
LN40385,48,male,Associate,97058,25,RENT,18000,HOMEIMPROVEMENT,17.76,0.19,18,649,No,0
LN40386,30,female,Associate,176038,8,MORTGAGE,2500,MEDICAL,13.5,0.01,9,652,Yes,0
LN40387,29,female,Associate,75800,5,RENT,6000,HOMEIMPROVEMENT,10.8,0.08,5,558,Yes,0
LN40388,24,male,Associate,67990,1,MORTGAGE,2107,DEBTCONSOLIDATION,10.8,0.03,3,647,Yes,0
LN40389,23,female,Associate,90994,0,RENT,8000,DEBTCONSOLIDATION,10.22,0.09,3,604,Yes,0
LN40390,25,female,High School,136771,5,MORTGAGE,25000,EDUCATION,11.12,0.18,3,666,Yes,0
LN40391,55,male,High School,84971,30,RENT,2500,DEBTCONSOLIDATION,6.26,0.03,23,716,Yes,0
LN40392,36,male,High School,91289,13,MORTGAGE,8000,PERSONAL,5.65,0.09,12,617,No,0
LN40393,25,female,Associate,120980,4,MORTGAGE,14000,VENTURE,9.4,0.12,3,648,Yes,0
LN40394,22,female,High School,95675,0,MORTGAGE,10000,DEBTCONSOLIDATION,8.71,0.1,2,675,Yes,0
LN40395,29,male,Master,138648,4,MORTGAGE,4000,PERSONAL,10.17,0.03,6,702,Yes,0
LN40396,33,male,Bachelor,97466,12,MORTGAGE,24000,DEBTCONSOLIDATION,14.29,0.25,7,729,No,0
LN40397,32,male,High School,58454,13,RENT,5000,DEBTCONSOLIDATION,9.71,0.09,9,691,Yes,0
LN40398,26,male,Bachelor,49122,0,RENT,7200,EDUCATION,8.46,0.15,3,491,Yes,0
LN40399,28,male,High School,95643,7,RENT,11842,HOMEIMPROVEMENT,12.79,0.12,5,620,No,0
LN40400,34,male,High School,361181,10,MORTGAGE,24360,MEDICAL,12.37,0.07,12,610,Yes,0
LN40401,28,male,Master,71988,3,MORTGAGE,23923,EDUCATION,11.28,0.33,8,659,No,0
LN40402,29,female,Bachelor,118074,6,MORTGAGE,6500,HOMEIMPROVEMENT,11.95,0.06,9,627,Yes,0
LN40403,26,female,Bachelor,104202,5,MORTGAGE,10000,EDUCATION,11.22,0.1,3,620,No,0
LN40404,26,female,Bachelor,162974,4,MORTGAGE,10000,VENTURE,17.26,0.06,5,589,Yes,0
LN40405,44,female,Associate,45393,21,RENT,3500,EDUCATION,12.87,0.08,13,666,Yes,0
LN40406,28,female,Bachelor,61096,4,MORTGAGE,4000,DEBTCONSOLIDATION,12.56,0.07,7,631,No,0
LN40407,23,male,High School,38687,1,RENT,4184,DEBTCONSOLIDATION,13.47,0.11,3,602,Yes,0
LN40408,23,male,Associate,32278,1,RENT,3888,EDUCATION,8.19,0.12,3,659,Yes,0
LN40409,30,male,Master,72629,7,RENT,6000,DEBTCONSOLIDATION,9.35,0.08,9,605,No,0
LN40410,24,male,Bachelor,93790,0,RENT,6822,VENTURE,10.75,0.07,4,608,Yes,0
LN40411,23,male,Associate,35881,0,RENT,6202,VENTURE,15.18,0.17,5,565,No,0
LN40412,24,female,Associate,73809,3,RENT,15000,DEBTCONSOLIDATION,10.86,0.2,3,564,Yes,0
LN40413,26,male,High School,49016,2,RENT,6000,MEDICAL,10.83,0.12,3,573,Yes,0
LN40414,27,male,Associate,26930,5,RENT,4787,MEDICAL,13.95,0.18,7,603,No,0
LN40415,24,female,Bachelor,38938,1,RENT,1237,VENTURE,9.15,0.03,2,632,Yes,0
LN40416,28,female,Associate,81398,2,RENT,12000,EDUCATION,11.5,0.15,7,640,No,0
LN40417,29,male,High School,63254,5,RENT,10636,DEBTCONSOLIDATION,9.74,0.17,4,520,Yes,0
LN40418,43,female,Associate,73011,15,MORTGAGE,4800,MEDICAL,11.88,0.07,15,635,Yes,0
LN40419,27,male,Associate,180806,3,MORTGAGE,14244,DEBTCONSOLIDATION,7.68,0.08,6,667,Yes,0
LN40420,24,male,High School,91148,3,RENT,8000,MEDICAL,8.11,0.09,3,648,No,0
LN40421,28,female,Associate,90949,6,MORTGAGE,6000,VENTURE,12.11,0.07,8,526,Yes,0
LN40422,36,female,Bachelor,52999,14,MORTGAGE,11013,DEBTCONSOLIDATION,10.9,0.21,12,720,Yes,0
LN40423,37,female,High School,47855,9,RENT,10000,VENTURE,9.96,0.21,6,637,Yes,0
LN40424,25,male,Master,83387,0,MORTGAGE,6000,MEDICAL,9.29,0.07,3,580,Yes,0
LN40425,23,male,Associate,120680,0,MORTGAGE,8000,MEDICAL,7.37,0.07,4,573,Yes,0
LN40426,24,male,High School,97273,0,MORTGAGE,24000,DEBTCONSOLIDATION,16.22,0.25,3,662,No,0
LN40427,32,female,Bachelor,62610,7,RENT,11000,VENTURE,7.18,0.18,5,652,Yes,0
LN40428,22,female,High School,35935,1,RENT,5000,EDUCATION,7.5,0.14,4,649,No,0
LN40429,27,female,Bachelor,77804,2,MORTGAGE,7503,MEDICAL,9.92,0.1,5,610,No,0
LN40430,28,male,Bachelor,168867,3,MORTGAGE,24250,VENTURE,11.91,0.14,6,659,No,0
LN40431,27,male,Master,275306,7,MORTGAGE,5052,EDUCATION,7.8,0.02,7,629,Yes,0
LN40432,37,male,Bachelor,29696,18,RENT,3000,MEDICAL,7.65,0.1,11,709,No,0
LN40433,42,male,Master,180922,19,MORTGAGE,15000,PERSONAL,14.12,0.08,17,713,Yes,0
LN40434,24,female,Associate,70517,0,MORTGAGE,4500,EDUCATION,10.69,0.06,5,573,No,0
LN40435,32,female,Master,45231,12,MORTGAGE,13000,DEBTCONSOLIDATION,10.12,0.29,7,549,Yes,0
LN40436,25,male,Associate,44164,3,RENT,3509,MEDICAL,9.18,0.08,3,573,No,0
LN40437,24,male,High School,145167,5,MORTGAGE,14000,EDUCATION,10,0.1,4,671,Yes,0
LN40438,31,male,High School,85189,6,RENT,12500,VENTURE,8.77,0.15,8,589,No,0
LN40439,24,female,High School,96912,0,MORTGAGE,5000,PERSONAL,5.72,0.05,3,608,Yes,0
LN40440,25,female,High School,91204,0,RENT,7000,HOMEIMPROVEMENT,10.43,0.08,4,594,Yes,0
LN40441,27,male,Master,251992,3,OWN,15199,PERSONAL,14,0.06,8,597,Yes,0
LN40442,23,male,Master,35758,1,OWN,6000,VENTURE,8.45,0.17,3,566,Yes,0
LN40443,25,male,Associate,32538,2,RENT,5342,MEDICAL,9.57,0.16,3,664,Yes,0
LN40444,35,female,Associate,114943,10,MORTGAGE,10000,VENTURE,9.3,0.09,9,647,No,0
LN40445,25,male,Associate,95822,2,RENT,20331,PERSONAL,7.24,0.21,3,631,No,0
LN40446,33,male,Bachelor,62075,12,RENT,1934,PERSONAL,9.83,0.03,12,624,Yes,0
LN40447,37,female,High School,87550,17,MORTGAGE,1600,DEBTCONSOLIDATION,13.92,0.02,14,688,Yes,0
LN40448,29,female,Master,24885,6,RENT,2500,EDUCATION,14.09,0.1,8,679,Yes,0
LN40449,24,female,Bachelor,75253,1,MORTGAGE,10000,PERSONAL,13.35,0.13,4,628,Yes,0
LN40450,32,male,Bachelor,100166,11,MORTGAGE,18000,VENTURE,8.24,0.18,7,633,Yes,0
LN40451,28,male,Bachelor,86187,6,MORTGAGE,9655,EDUCATION,7.5,0.11,5,648,Yes,0
LN40452,34,male,Associate,55966,12,RENT,5709,PERSONAL,13.47,0.1,9,455,Yes,0
LN40453,32,male,Master,162845,11,MORTGAGE,17862,HOMEIMPROVEMENT,11.04,0.11,8,684,Yes,0
LN40454,31,male,Associate,72754,7,RENT,12000,PERSONAL,10.98,0.16,10,629,Yes,0
LN40455,25,male,Bachelor,29816,5,RENT,4788,DEBTCONSOLIDATION,11.01,0.16,4,608,Yes,0
LN40456,24,female,High School,119675,0,RENT,12000,DEBTCONSOLIDATION,6.03,0.1,4,678,No,0
LN40457,35,female,Bachelor,41511,9,RENT,3200,VENTURE,11.94,0.08,14,680,Yes,0
LN40458,23,female,Bachelor,25311,2,RENT,1165,MEDICAL,9.03,0.05,2,579,Yes,0
LN40459,27,female,Bachelor,70254,1,MORTGAGE,3209,MEDICAL,9.51,0.05,7,539,Yes,0
LN40460,24,male,Master,29713,2,OWN,6000,MEDICAL,14.56,0.2,3,688,No,0
LN40461,30,female,Bachelor,37062,6,RENT,8000,EDUCATION,13.35,0.22,9,660,Yes,0
LN40462,25,male,High School,73295,2,MORTGAGE,10000,EDUCATION,10.58,0.14,4,567,Yes,0
LN40463,46,male,Bachelor,181221,25,MORTGAGE,14000,VENTURE,6.69,0.08,12,624,No,0
LN40464,26,female,Associate,39694,2,RENT,6351,VENTURE,10.89,0.16,3,576,Yes,0
LN40465,23,male,High School,79096,1,MORTGAGE,13000,EDUCATION,10.55,0.16,2,672,Yes,0
LN40466,30,male,High School,51403,8,RENT,2250,VENTURE,8.88,0.04,8,610,Yes,0
LN40467,27,female,Bachelor,92167,4,MORTGAGE,3600,DEBTCONSOLIDATION,11.11,0.04,5,680,No,0
LN40468,33,male,Associate,104513,13,MORTGAGE,8000,EDUCATION,13.04,0.08,9,727,No,0
LN40469,26,female,Associate,145586,4,MORTGAGE,15025,PERSONAL,13.17,0.1,5,670,Yes,0
LN40470,26,female,High School,75031,0,MORTGAGE,10000,DEBTCONSOLIDATION,8.94,0.13,2,632,Yes,0
LN40471,24,female,Bachelor,59092,2,RENT,3850,MEDICAL,8.49,0.07,5,619,Yes,0
LN40472,30,male,Master,72792,3,MORTGAGE,13496,MEDICAL,7.59,0.19,8,571,Yes,0
LN40473,26,female,Associate,239610,0,MORTGAGE,24250,VENTURE,13.15,0.1,5,596,Yes,0
LN40474,28,female,Master,55189,7,RENT,6000,EDUCATION,7.5,0.11,4,624,Yes,0
LN40475,24,female,Master,39324,1,MORTGAGE,15000,DEBTCONSOLIDATION,11.44,0.38,4,641,Yes,0
LN40476,25,male,Associate,241075,0,MORTGAGE,25000,VENTURE,14.57,0.1,5,613,Yes,0
LN40477,31,female,Master,124719,12,MORTGAGE,6277,EDUCATION,7.49,0.05,9,607,Yes,0
LN40478,27,female,Associate,87496,3,MORTGAGE,9892,MEDICAL,8.9,0.11,6,593,Yes,0
LN40479,25,male,High School,58463,2,MORTGAGE,3005,EDUCATION,5.82,0.05,4,616,Yes,0
LN40480,23,female,Associate,43087,2,RENT,2000,VENTURE,8.7,0.05,2,597,Yes,0
LN40481,27,female,Associate,48970,6,RENT,8000,DEBTCONSOLIDATION,11.62,0.16,8,664,Yes,0
LN40482,25,female,Bachelor,58494,4,MORTGAGE,12000,MEDICAL,11.33,0.21,3,551,Yes,0
LN40483,28,male,Bachelor,90950,6,RENT,20121,HOMEIMPROVEMENT,11.31,0.22,7,694,No,0
LN40484,38,male,High School,100547,14,RENT,2875,HOMEIMPROVEMENT,12.37,0.03,11,663,Yes,0
LN40485,24,male,Master,102789,5,MORTGAGE,4000,HOMEIMPROVEMENT,6.74,0.04,3,636,Yes,0
LN40486,39,male,High School,150790,16,MORTGAGE,8877,EDUCATION,7.4,0.06,12,617,No,0
LN40487,24,female,Bachelor,48999,0,RENT,3600,MEDICAL,10.59,0.07,3,708,No,0
LN40488,25,male,Associate,82568,6,MORTGAGE,6000,EDUCATION,11.22,0.07,3,660,No,0
LN40489,28,male,Master,65940,6,MORTGAGE,10000,EDUCATION,8.71,0.15,7,694,Yes,0
LN40490,29,female,Bachelor,71823,2,RENT,6000,HOMEIMPROVEMENT,9.75,0.08,7,660,No,0
LN40491,23,female,Master,87320,0,OWN,16000,VENTURE,10.89,0.18,3,635,No,0
LN40492,25,male,Associate,50505,5,RENT,11889,PERSONAL,12.01,0.24,3,637,Yes,0
LN40493,29,female,Bachelor,36881,2,RENT,1585,DEBTCONSOLIDATION,9.82,0.04,9,624,Yes,0
LN40494,26,female,Bachelor,145123,7,RENT,4800,MEDICAL,12.9,0.03,7,582,Yes,0
LN40495,24,male,Associate,84899,2,MORTGAGE,5000,PERSONAL,11.11,0.06,4,646,Yes,0
LN40496,30,male,High School,88783,6,RENT,5500,PERSONAL,10.15,0.06,9,649,No,0
LN40497,24,male,Bachelor,91261,1,RENT,12000,PERSONAL,12.18,0.13,3,593,Yes,0
LN40498,24,male,High School,29666,2,RENT,3994,VENTURE,12.62,0.13,3,696,Yes,0
LN40499,28,male,Master,78588,9,RENT,7000,HOMEIMPROVEMENT,13.03,0.09,9,616,Yes,0
LN40500,23,male,Master,59739,0,RENT,4800,EDUCATION,11.26,0.08,4,662,Yes,0
LN40501,27,female,Bachelor,60885,5,RENT,3000,HOMEIMPROVEMENT,7.03,0.05,5,657,No,0
LN40502,25,female,Master,67460,2,RENT,16000,VENTURE,11.5,0.24,6,608,Yes,0
LN40503,31,male,Associate,73018,8,MORTGAGE,24250,EDUCATION,12.2,0.33,8,704,No,0
LN40504,26,male,Bachelor,58724,3,RENT,7000,EDUCATION,9.51,0.12,3,676,No,0
LN40505,24,male,Bachelor,49804,5,RENT,4795,EDUCATION,13.83,0.1,4,625,No,0
LN40506,24,female,High School,78698,0,RENT,12000,VENTURE,11.45,0.15,5,510,Yes,0
LN40507,23,male,High School,50175,1,RENT,4780,MEDICAL,11.09,0.1,3,669,Yes,0
LN40508,25,male,Associate,72567,3,MORTGAGE,6942,EDUCATION,10.41,0.1,3,649,No,0
LN40509,30,female,Associate,47298,6,RENT,5000,EDUCATION,9.52,0.11,7,649,No,0
LN40510,26,male,High School,138811,1,MORTGAGE,18107,EDUCATION,8.26,0.13,4,586,No,0
LN40511,33,male,Bachelor,120716,11,MORTGAGE,18826,MEDICAL,7.76,0.16,11,690,Yes,0
LN40512,38,male,Bachelor,103058,12,RENT,17073,HOMEIMPROVEMENT,8.7,0.17,8,576,Yes,0
LN40513,25,female,Associate,107426,2,RENT,7200,EDUCATION,13.47,0.07,3,671,Yes,0
LN40514,23,male,Master,29951,0,RENT,4750,MEDICAL,10.81,0.16,4,640,No,0
LN40515,28,female,Master,90964,8,RENT,20000,HOMEIMPROVEMENT,13.49,0.22,7,674,No,0
LN40516,22,male,High School,69780,0,RENT,12000,EDUCATION,7.63,0.17,4,489,Yes,0
LN40517,24,male,High School,51724,0,RENT,8000,VENTURE,10.31,0.15,4,599,Yes,0
LN40518,34,female,Bachelor,44132,12,RENT,4000,MEDICAL,13.61,0.09,7,656,No,0
LN40519,26,male,Bachelor,83887,2,RENT,14016,VENTURE,12.75,0.17,3,560,Yes,0
LN40520,29,male,Associate,178568,4,MORTGAGE,10000,VENTURE,11.31,0.06,8,550,Yes,0
LN40521,23,female,Associate,72846,0,RENT,15000,VENTURE,14.05,0.21,3,556,Yes,0
LN40522,27,male,Master,75448,3,RENT,5116,DEBTCONSOLIDATION,13.86,0.07,5,712,No,0
LN40523,24,male,High School,66807,0,MORTGAGE,15000,PERSONAL,11.82,0.22,3,601,Yes,0
LN40524,31,male,Associate,169107,8,MORTGAGE,14000,MEDICAL,11.01,0.08,7,706,No,0
LN40525,25,male,Associate,33262,3,RENT,2532,EDUCATION,13.49,0.08,4,584,No,0
LN40526,30,female,High School,66898,10,MORTGAGE,6500,VENTURE,10.99,0.1,7,688,Yes,0
LN40527,33,female,Associate,52933,9,MORTGAGE,2500,MEDICAL,11.24,0.05,9,629,No,0
LN40528,32,male,Master,73224,8,RENT,12000,MEDICAL,7.11,0.16,8,613,Yes,0
LN40529,27,male,Bachelor,115135,4,MORTGAGE,12000,PERSONAL,11,0.1,6,621,Yes,0
LN40530,22,female,Associate,49282,0,RENT,10000,VENTURE,11.01,0.2,2,679,Yes,0
LN40531,33,female,Bachelor,118520,10,MORTGAGE,6000,DEBTCONSOLIDATION,8.78,0.05,11,658,No,0
LN40532,30,male,Associate,58475,6,RENT,7000,MEDICAL,12.32,0.12,7,648,Yes,0
LN40533,34,male,Bachelor,93663,10,RENT,10000,EDUCATION,10.42,0.11,10,594,Yes,0
LN40534,26,male,High School,84725,4,RENT,15000,PERSONAL,16.22,0.18,4,635,Yes,0
LN40535,23,female,High School,67158,0,RENT,4000,MEDICAL,9.81,0.06,2,619,No,0
LN40536,27,male,Master,69501,3,RENT,4000,VENTURE,9.44,0.06,5,593,Yes,0
LN40537,32,male,Bachelor,63535,8,RENT,10000,VENTURE,9.66,0.16,7,618,Yes,0
LN40538,24,female,High School,90464,2,MORTGAGE,17000,DEBTCONSOLIDATION,11.88,0.19,4,628,No,0
LN40539,24,male,Associate,101800,2,RENT,15000,MEDICAL,10.66,0.15,4,635,Yes,0
LN40540,27,female,High School,122182,3,MORTGAGE,6000,PERSONAL,7.55,0.05,8,580,Yes,0
LN40541,27,female,Associate,25052,7,RENT,5500,PERSONAL,7.43,0.22,8,695,Yes,0
LN40542,34,male,Bachelor,101863,9,OWN,25000,VENTURE,13.94,0.25,10,525,Yes,0
LN40543,36,male,High School,51261,14,MORTGAGE,4200,MEDICAL,11.5,0.08,12,640,Yes,0
LN40544,25,female,Bachelor,75831,2,RENT,2000,HOMEIMPROVEMENT,13.07,0.03,3,615,No,0
LN40545,25,female,High School,35413,2,MORTGAGE,12469,VENTURE,7.34,0.35,6,581,Yes,0
LN40546,24,male,Bachelor,57786,3,RENT,10000,PERSONAL,11.73,0.17,3,651,Yes,0
LN40547,26,male,Associate,47850,7,MORTGAGE,2931,MEDICAL,12.61,0.06,3,572,Yes,0
LN40548,23,female,Associate,114764,4,RENT,10000,PERSONAL,10.27,0.09,4,620,No,0
LN40549,25,male,Bachelor,75585,3,RENT,15000,EDUCATION,9.28,0.2,3,632,Yes,0
LN40550,28,female,Associate,249690,3,MORTGAGE,21946,PERSONAL,10.6,0.09,6,707,No,0
LN40551,26,male,Associate,82152,4,MORTGAGE,6000,EDUCATION,10.24,0.07,3,681,Yes,0
LN40552,28,female,Associate,251688,6,MORTGAGE,15000,VENTURE,14.84,0.06,8,697,No,0
LN40553,24,male,Master,31889,3,RENT,6000,DEBTCONSOLIDATION,7.71,0.19,4,682,No,0
LN40554,28,female,Associate,50099,5,RENT,7121,DEBTCONSOLIDATION,9.51,0.14,4,518,Yes,0
LN40555,32,female,Bachelor,37254,10,OWN,10000,VENTURE,7.37,0.27,8,660,No,0
LN40556,36,male,High School,67072,14,RENT,10000,MEDICAL,7.05,0.15,13,620,Yes,0
LN40557,24,female,High School,64638,0,MORTGAGE,7000,PERSONAL,7.9,0.11,5,568,No,0
LN40558,24,male,High School,66766,1,MORTGAGE,5300,VENTURE,10.8,0.08,4,694,Yes,0
LN40559,27,male,High School,51182,5,RENT,3000,MEDICAL,11.01,0.06,8,689,Yes,0
LN40560,29,male,High School,56208,1,MORTGAGE,4000,PERSONAL,9.39,0.07,7,559,Yes,0
LN40561,24,male,Bachelor,102877,4,MORTGAGE,27072,MEDICAL,11.76,0.26,3,679,Yes,0
LN40562,32,male,Master,54403,11,MORTGAGE,15000,PERSONAL,7.51,0.28,5,670,No,0
LN40563,24,female,High School,73404,6,MORTGAGE,14000,VENTURE,8.26,0.19,3,617,Yes,0
LN40564,23,male,High School,61999,0,MORTGAGE,4000,MEDICAL,9.14,0.06,4,577,Yes,0
LN40565,25,female,Bachelor,57589,3,RENT,6000,VENTURE,7.6,0.1,3,571,Yes,0
LN40566,23,female,Associate,96691,0,MORTGAGE,7000,DEBTCONSOLIDATION,7.37,0.07,2,573,No,0
LN40567,21,male,Associate,48633,0,RENT,5000,EDUCATION,5.79,0.1,2,638,Yes,0
LN40568,27,female,High School,116127,3,OWN,15000,EDUCATION,11.41,0.13,5,618,No,0
LN40569,35,male,Bachelor,252859,13,MORTGAGE,23496,PERSONAL,11.1,0.09,9,728,No,0
LN40570,29,male,Associate,40109,3,RENT,4027,MEDICAL,12.71,0.1,6,610,Yes,0
LN40571,24,female,Bachelor,66886,0,RENT,4200,HOMEIMPROVEMENT,14.14,0.06,3,605,Yes,0
LN40572,25,male,High School,37074,0,RENT,4800,EDUCATION,7.15,0.13,4,621,No,0
LN40573,22,female,Bachelor,73065,2,MORTGAGE,6593,HOMEIMPROVEMENT,10.49,0.09,2,670,No,0
LN40574,26,male,High School,103879,1,MORTGAGE,7854,EDUCATION,11.8,0.08,4,644,Yes,0
LN40575,26,female,High School,71567,4,OWN,5092,MEDICAL,8.4,0.07,3,609,No,0
LN40576,24,male,High School,40588,2,MORTGAGE,8000,EDUCATION,9.92,0.2,3,676,Yes,0
LN40577,28,male,Master,93832,6,MORTGAGE,5983,MEDICAL,7.45,0.06,9,711,Yes,0
LN40578,25,male,Bachelor,43129,0,RENT,5000,MEDICAL,10.49,0.12,3,570,Yes,0
LN40579,25,female,Associate,85081,5,MORTGAGE,16000,EDUCATION,9.65,0.19,6,569,No,0
LN40580,34,female,Bachelor,65916,9,MORTGAGE,9000,DEBTCONSOLIDATION,10.57,0.14,9,704,No,0
LN40581,24,female,Master,66978,0,RENT,5000,EDUCATION,11,0.07,3,644,No,0
LN40582,25,female,High School,44727,3,MORTGAGE,18000,VENTURE,9.17,0.4,2,591,Yes,0
LN40583,22,male,Associate,34758,1,RENT,7500,EDUCATION,8.57,0.22,4,583,Yes,0
LN40584,34,female,Bachelor,29223,11,RENT,5000,EDUCATION,13.81,0.17,10,597,Yes,0
LN40585,23,male,Associate,73154,4,RENT,15000,HOMEIMPROVEMENT,14.11,0.21,3,686,No,0
LN40586,29,male,Bachelor,228303,5,MORTGAGE,4445,PERSONAL,9.87,0.02,6,621,Yes,0
LN40587,29,male,Bachelor,38268,10,RENT,5684,HOMEIMPROVEMENT,9.49,0.15,6,688,No,0
LN40588,26,female,Associate,123412,6,MORTGAGE,15000,HOMEIMPROVEMENT,13.75,0.12,6,620,Yes,0
LN40589,23,female,Bachelor,37116,1,RENT,3600,VENTURE,10.5,0.1,3,638,Yes,0
LN40590,25,female,High School,44844,2,RENT,5587,EDUCATION,9.64,0.12,4,634,No,0
LN40591,34,female,Associate,91072,11,MORTGAGE,25000,HOMEIMPROVEMENT,10.64,0.27,9,679,Yes,0
LN40592,23,female,Associate,31137,0,RENT,2400,MEDICAL,14.23,0.08,3,569,Yes,0
LN40593,26,male,High School,37178,5,RENT,1200,EDUCATION,8.85,0.03,5,608,Yes,0
LN40594,30,female,Associate,67274,6,RENT,15960,HOMEIMPROVEMENT,13.37,0.24,10,718,No,0
LN40595,31,male,Associate,68814,5,MORTGAGE,15163,VENTURE,12.19,0.22,11,652,Yes,0
LN40596,26,female,Associate,43324,4,RENT,5000,MEDICAL,11.31,0.12,6,522,Yes,0
LN40597,26,male,High School,39060,5,RENT,6351,EDUCATION,13.4,0.16,4,634,Yes,0
