loan_id,application_date,applicant_age,employment_status,annual_income,loan_amount,loan_tenure,credit_score,existing_emi,loan_purpose,branch,loan_status,default_flag
LN00854,10-05-2026,54,Retired,616330,799576,60,831,0,Business,Bangalore,Approved,0
LN00855,23-04-2025,34,Salaried,896094,457336,24,797,2,Education,Kolkata,Rejected,0
LN00856,10-05-2024,46,Salaried,500469,488944,36,757,3,Vehicle,Mumbai,Closed,0
LN00857,29-09-2025,65,Unemployed,296235,221075,24,602,2,Education,Kolkata,Rejected,0
LN00858,30-06-2025,47,Self-Employed,906400,312880,60,766,1,Vehicle,Pune,Approved,0
LN00859,28-01-2024,29,Self-Employed,580480,395897,24,754,0,Home Renovation,Chennai,Closed,0
LN00860,07-02-2025,46,Retired,524864,310588,60,600,4,Education,Hyderabad,Closed,0
LN00861,29-08-2025,67,Salaried,480048,506306,60,532,5,Medical,Hyderabad,Closed,0
LN00862,31-07-2025,42,Salaried,273829,367935,24,846,1,Medical,Mumbai,Approved,0
LN00863,09-11-2025,67,Salaried,557781,331797,48,535,0,Education,Kolkata,Rejected,0
LN00864,28-01-2024,50,Self-Employed,714999,852716,60,564,1,Education,Ahmedabad,Closed,0
LN00865,26-03-2024,63,Self-Employed,470820,169916,24,840,3,Business,Ahmedabad,Approved,0
LN00866,20-10-2025,37,Self-Employed,713216,636140,36,658,2,Education,Chennai,Approved,0
LN00867,14-03-2025,46,Salaried,999371,377367,36,845,2,Business,Bangalore,Closed,0
LN00868,18-05-2024,56,Salaried,668593,887514,24,667,0,Business,Pune,Approved,0
LN00869,17-04-2025,21,Self-Employed,352372,402756,12,755,0,Business,Kolkata,Approved,0
LN00870,05-07-2024,28,Self-Employed,620741,635480,24,710,0,Business,Ahmedabad,Approved,0
LN00871,21-02-2024,55,Self-Employed,423906,511351,24,620,3,Home Renovation,Ahmedabad,Closed,0
LN00872,23-09-2024,35,Salaried,410665,415704,36,624,1,Medical,Kolkata,Rejected,0
LN00873,23-01-2025,67,Retired,350699,478998,24,769,2,Business,Bangalore,Approved,0
LN00874,01-12-2024,42,Salaried,405904,440549,60,613,0,Medical,Delhi,Approved,0
LN00875,04-08-2024,34,Unemployed,180140,237266,48,619,4,Business,Pune,Rejected,0
LN00876,10-04-2025,46,Salaried,383768,333434,12,817,3,Medical,Mumbai,Closed,0
LN00877,30-11-2024,48,Self-Employed,612485,262615,36,652,0,Education,Pune,Approved,0
LN00878,11-12-2024,43,Salaried,556146,489962,36,674,3,Education,Chennai,Closed,0
LN00879,18-02-2026,34,Retired,326946,143712,60,547,0,Medical,Mumbai,Closed,0
LN00880,23-01-2025,44,Self-Employed,167013,158953,12,801,0,Business,Bangalore,Approved,0
LN00881,11-10-2024,22,Salaried,418843,347950,24,635,0,Home Renovation,Chennai,Defaulted,1
LN00882,09-02-2026,65,Salaried,633341,623735,60,824,3,Medical,Hyderabad,Rejected,0
LN00883,01-05-2026,46,Salaried,463992,144325,60,753,3,Vehicle,Hyderabad,Approved,0
LN00884,07-03-2025,34,Salaried,261300,134393,48,520,0,Home Renovation,Pune,Rejected,0
LN00885,15-09-2024,27,Unemployed,132674,111507,48,491,2,Vehicle,Chennai,Rejected,0
LN00886,04-05-2026,23,Salaried,1048714,1411101,12,759,2,Medical,Mumbai,Approved,0
LN00887,24-03-2024,67,Self-Employed,1873855,1352866,36,577,3,Business,Mumbai,Approved,0
LN00888,26-04-2025,43,Self-Employed,719406,551647,24,702,0,Vehicle,Hyderabad,Approved,0
LN00889,20-01-2024,66,Self-Employed,1158853,1258706,24,545,1,Medical,Hyderabad,Defaulted,1
LN00890,06-02-2026,63,Salaried,529071,510115,48,596,2,Home Renovation,Bangalore,Defaulted,1
LN00891,06-07-2025,67,Salaried,267927,168477,24,736,0,Business,Chennai,Approved,0
LN00892,23-02-2024,65,Self-Employed,526231,395672,36,847,1,Vehicle,Mumbai,Closed,0
LN00893,24-12-2024,38,Unemployed,296314,159852,60,468,2,Medical,Ahmedabad,Rejected,0
LN00894,17-08-2024,58,Salaried,518848,706994,24,781,0,Business,Bangalore,Approved,0
LN00895,27-10-2025,55,Salaried,290586,128932,60,542,4,Business,Mumbai,Approved,0
LN00896,11-03-2024,35,Self-Employed,2282883,1618610,60,763,0,Education,Hyderabad,Closed,0
LN00897,10-03-2026,45,Unemployed,208128,68353,36,557,4,Business,Chennai,Rejected,0
LN00898,29-10-2025,57,Salaried,234000,127286,24,725,0,Medical,Delhi,Closed,0
LN00899,11-02-2024,48,Salaried,515978,597769,24,829,0,Home Renovation,Chennai,Closed,0
LN00900,11-02-2026,30,Retired,711688,370997,36,606,0,Education,Kolkata,Approved,0
LN00901,01-02-2024,59,Salaried,525179,203806,24,786,2,Medical,Ahmedabad,Approved,0
LN00902,10-09-2024,37,Salaried,414458,340642,24,653,2,Medical,Ahmedabad,Closed,0
LN00903,23-07-2024,59,Self-Employed,1125354,349947,60,786,0,Medical,Ahmedabad,Closed,0
LN00904,09-05-2026,42,Retired,562638,221253,24,787,0,Vehicle,Delhi,Closed,0
LN00905,21-01-2024,46,Salaried,284298,337856,48,572,2,Vehicle,Pune,Approved,0
LN00906,28-09-2025,64,Self-Employed,1244786,1429786,12,618,1,Home Renovation,Pune,Closed,0
LN00907,05-06-2024,45,Self-Employed,1414790,1848639,36,766,2,Medical,Bangalore,Approved,0
LN00908,01-09-2024,37,Self-Employed,558941,693068,60,555,0,Vehicle,Delhi,Defaulted,1
LN00909,09-05-2024,33,Self-Employed,157672,165791,24,547,2,Vehicle,Delhi,Rejected,0
LN00910,29-04-2025,40,Self-Employed,541056,193463,24,739,2,Vehicle,Bangalore,Closed,0
LN00911,16-11-2025,45,Salaried,475022,551563,36,621,5,Home Renovation,Chennai,Closed,0
LN00912,27-04-2024,24,Self-Employed,378575,465670,48,782,2,Home Renovation,Bangalore,Closed,0
LN00913,31-07-2025,30,Self-Employed,497141,586124,36,790,0,Medical,Kolkata,Approved,0
LN00914,11-08-2024,23,Self-Employed,1531268,1315859,24,743,0,Education,Hyderabad,Approved,0
LN00915,21-04-2025,61,Retired,491071,273129,24,658,2,Medical,Pune,Approved,0
LN00916,17-12-2025,65,Salaried,659486,811077,60,799,1,Vehicle,Hyderabad,Rejected,0
LN00917,19-09-2024,38,Retired,282230,310418,60,805,3,Vehicle,Pune,Closed,0
LN00918,24-02-2026,67,Retired,596717,822775,36,769,2,Business,Delhi,Approved,0
LN00919,12-01-2025,56,Salaried,274153,129197,48,841,1,Medical,Ahmedabad,Closed,0
LN00920,20-06-2024,67,Self-Employed,646596,354483,36,836,1,Vehicle,Bangalore,Approved,0
LN00921,12-09-2025,42,Salaried,520299,277307,36,597,1,Vehicle,Bangalore,Approved,0
LN00922,13-09-2025,54,Salaried,385585,451826,24,816,0,Education,Bangalore,Approved,0
LN00923,04-02-2026,67,Salaried,586440,296502,36,826,0,Business,Ahmedabad,Closed,0
LN00924,05-01-2026,28,Salaried,266767,99591,36,532,1,Medical,Kolkata,Closed,0
LN00925,27-04-2024,60,Salaried,422141,590329,12,601,0,Home Renovation,Kolkata,Closed,0
LN00926,07-03-2026,64,Retired,320219,104807,36,528,0,Medical,Ahmedabad,Rejected,0
LN00927,18-04-2026,39,Salaried,348386,424601,48,732,0,Medical,Chennai,Approved,0
LN00928,16-06-2024,62,Retired,692862,486322,36,567,0,Education,Ahmedabad,Rejected,0
LN00929,14-11-2024,61,Self-Employed,1994222,2444471,36,568,0,Medical,Mumbai,Approved,0
LN00930,20-04-2024,57,Retired,581466,529182,60,828,2,Education,Pune,Closed,0
LN00931,15-08-2025,26,Self-Employed,382742,494423,12,559,1,Education,Mumbai,Closed,0
LN00932,27-01-2024,46,Salaried,397116,523721,36,799,1,Vehicle,Mumbai,Closed,0
LN00933,15-11-2024,54,Self-Employed,1087280,337065,48,745,2,Home Renovation,Ahmedabad,Approved,0
LN00934,12-08-2025,65,Salaried,514300,196952,36,627,5,Education,Pune,Closed,0
LN00935,24-11-2025,26,Self-Employed,676761,389404,24,764,0,Business,Chennai,Approved,0
LN00936,19-01-2025,57,Unemployed,170428,176605,24,432,1,Business,Bangalore,Defaulted,1
LN00937,10-02-2025,53,Salaried,390115,498215,60,542,0,Home Renovation,Mumbai,Approved,0
LN00938,02-01-2026,42,Salaried,263653,212487,36,573,1,Education,Ahmedabad,Approved,0
LN00939,22-07-2024,41,Self-Employed,788301,762815,60,828,4,Home Renovation,Bangalore,Closed,0
LN00940,18-03-2024,26,Retired,704294,357323,36,568,2,Vehicle,Ahmedabad,Rejected,0
LN00941,29-08-2025,26,Self-Employed,638226,756593,36,597,2,Business,Delhi,Approved,0
LN00942,08-12-2025,24,Salaried,372466,508066,48,641,1,Medical,Mumbai,Defaulted,1
LN00943,30-04-2026,50,Self-Employed,1039395,618916,36,609,2,Business,Delhi,Defaulted,1
LN00944,04-10-2025,31,Salaried,345531,291734,24,712,0,Education,Chennai,Closed,0
LN00945,05-09-2024,50,Self-Employed,1423072,561725,36,763,1,Home Renovation,Hyderabad,Approved,0
LN00946,14-04-2024,51,Unemployed,234923,214966,48,548,1,Business,Kolkata,Rejected,0
LN00947,14-12-2025,44,Self-Employed,795597,678693,24,665,0,Medical,Pune,Approved,0
LN00948,02-03-2026,29,Retired,451904,207369,24,835,0,Medical,Ahmedabad,Approved,0
LN00949,04-11-2024,23,Salaried,555098,436458,12,660,3,Home Renovation,Chennai,Closed,0
LN00950,20-05-2026,51,Self-Employed,487555,325450,60,805,0,Home Renovation,Chennai,Rejected,0
LN00951,01-12-2025,60,Retired,688565,601815,12,630,0,Business,Chennai,Defaulted,1
LN00952,06-09-2025,57,Salaried,1245384,1175916,36,627,1,Education,Mumbai,Approved,0
LN00953,04-04-2026,56,Retired,376796,116560,36,800,0,Vehicle,Delhi,Approved,0
LN00954,03-05-2024,44,Salaried,816213,928121,36,569,2,Medical,Kolkata,Approved,0
LN00955,26-03-2026,51,Self-Employed,1950589,2115054,36,533,2,Home Renovation,Mumbai,Closed,0
LN00956,02-08-2025,26,Retired,658213,462667,12,653,2,Vehicle,Hyderabad,Approved,0
LN00957,12-03-2026,22,Self-Employed,821713,294361,36,595,0,Vehicle,Pune,Approved,0
LN00958,12-02-2024,40,Salaried,336792,380718,48,603,2,Vehicle,Pune,Closed,0
LN00959,21-12-2024,48,Self-Employed,380566,514027,48,677,3,Education,Kolkata,Closed,0
LN00960,29-06-2025,31,Self-Employed,564656,318560,24,805,0,Home Renovation,Pune,Closed,0
LN00961,14-03-2025,24,Retired,444795,291730,60,833,0,Medical,Pune,Closed,0
LN00962,08-11-2025,35,Salaried,614678,308687,36,613,3,Home Renovation,Chennai,Approved,0
LN00963,14-01-2025,26,Salaried,1018418,951843,60,816,0,Business,Bangalore,Approved,0
LN00964,11-03-2024,50,Self-Employed,372409,175153,36,613,1,Medical,Hyderabad,Rejected,0
LN00965,02-06-2025,58,Salaried,450040,311343,36,576,0,Home Renovation,Delhi,Closed,0
LN00966,25-10-2025,22,Self-Employed,251513,268292,60,683,0,Medical,Ahmedabad,Closed,0
LN00967,15-12-2024,35,Self-Employed,361382,331072,60,839,0,Business,Hyderabad,Approved,0
LN00968,13-01-2024,31,Retired,660226,478735,36,617,1,Medical,Mumbai,Approved,0
LN00969,19-05-2026,28,Self-Employed,591924,451208,24,535,2,Vehicle,Pune,Closed,0
LN00970,06-03-2025,46,Self-Employed,2058212,1890101,24,597,0,Education,Bangalore,Defaulted,1
LN00971,22-04-2026,65,Salaried,214430,65712,24,591,3,Business,Ahmedabad,Defaulted,1
LN00972,16-05-2025,64,Salaried,304647,117703,24,789,1,Medical,Mumbai,Approved,0
LN00973,18-04-2024,25,Salaried,959189,1217579,24,806,4,Business,Kolkata,Approved,0
LN00974,19-03-2025,26,Salaried,1128010,435036,60,585,4,Vehicle,Chennai,Rejected,0
LN00975,05-01-2025,46,Self-Employed,623505,671816,12,587,2,Education,Pune,Closed,0
LN00976,12-10-2025,24,Self-Employed,333874,438056,36,712,4,Business,Chennai,Approved,0
LN00977,28-04-2026,39,Self-Employed,2090082,1249350,24,574,2,Vehicle,Hyderabad,Defaulted,1
LN00978,15-04-2025,40,Retired,353889,250390,24,687,3,Vehicle,Chennai,Closed,0
LN00979,25-12-2025,53,Unemployed,93159,86247,12,552,0,Vehicle,Chennai,Defaulted,1
LN00980,05-06-2024,40,Retired,610306,775015,24,544,0,Medical,Kolkata,Approved,0
LN00981,21-03-2025,32,Self-Employed,1586345,2119509,48,650,2,Home Renovation,Delhi,Closed,0
LN00982,29-06-2024,67,Self-Employed,491296,547067,60,844,1,Business,Delhi,Closed,0
LN00983,21-01-2026,21,Salaried,674852,266756,24,621,3,Home Renovation,Mumbai,Approved,0
LN00984,18-06-2025,46,Salaried,374056,387548,36,801,3,Vehicle,Pune,Closed,0
LN00985,28-10-2025,34,Salaried,481268,361593,36,815,0,Home Renovation,Mumbai,Approved,0
LN00986,03-10-2024,58,Retired,482069,394222,60,813,3,Vehicle,Delhi,Closed,0
LN00987,22-09-2025,57,Retired,279320,98896,48,782,0,Vehicle,Hyderabad,Closed,0
LN00988,07-04-2026,31,Salaried,382582,195181,36,639,0,Education,Delhi,Approved,0
LN00989,05-07-2025,56,Self-Employed,1525204,1783825,36,750,1,Education,Mumbai,Approved,0
LN00990,04-03-2026,33,Retired,580260,463833,48,810,0,Home Renovation,Bangalore,Closed,0
LN00991,10-05-2025,63,Salaried,666089,420853,12,680,1,Business,Pune,Closed,0
LN00992,21-04-2025,23,Salaried,945948,683372,36,680,1,Home Renovation,Chennai,Approved,0
LN00993,22-03-2025,53,Retired,329436,408447,60,597,0,Business,Kolkata,Defaulted,1
LN00994,25-04-2026,26,Salaried,211721,237953,48,557,2,Home Renovation,Bangalore,Closed,0
LN00995,18-01-2026,30,Salaried,372351,223241,36,547,2,Medical,Bangalore,Closed,0
LN00996,29-08-2025,25,Self-Employed,396089,170022,36,619,0,Medical,Chennai,Approved,0
LN00997,01-10-2024,43,Retired,573641,331104,24,813,0,Business,Delhi,Closed,0
LN00998,26-11-2024,30,Self-Employed,901906,1184051,36,643,3,Education,Ahmedabad,Approved,0
LN00999,22-05-2026,64,Salaried,488560,459123,36,611,3,Business,Pune,Closed,0
LN01000,08-09-2024,22,Salaried,441286,391344,36,774,0,Home Renovation,Hyderabad,Closed,0
LN01001,30-04-2026,33,Self-Employed,1140139,1090010,48,616,0,Vehicle,Bangalore,Approved,0
LN01002,29-03-2024,60,Self-Employed,400507,281408,60,525,3,Medical,Hyderabad,Rejected,0
LN01003,12-10-2024,22,Self-Employed,683711,812124,24,688,2,Vehicle,Kolkata,Approved,0
LN01004,06-04-2025,40,Salaried,415796,364077,36,790,0,Medical,Kolkata,Closed,0
LN01005,06-09-2024,21,Retired,542007,232208,36,627,1,Home Renovation,Kolkata,Closed,0
LN01006,07-02-2026,57,Salaried,536345,237049,36,818,1,Medical,Mumbai,Closed,0
LN01007,20-04-2025,29,Salaried,307010,273406,24,566,2,Business,Bangalore,Defaulted,1
LN01008,06-08-2025,37,Salaried,327679,435887,36,618,0,Vehicle,Kolkata,Closed,0
LN01009,16-09-2025,29,Salaried,909115,581094,60,533,1,Vehicle,Mumbai,Rejected,0
LN01010,15-11-2025,31,Self-Employed,540626,679294,36,713,0,Home Renovation,Kolkata,Approved,0
LN01011,23-01-2025,35,Self-Employed,487303,555771,60,676,4,Vehicle,Delhi,Approved,0
LN01012,10-12-2024,44,Salaried,267067,152920,60,673,2,Home Renovation,Bangalore,Closed,0
LN01013,30-01-2024,58,Self-Employed,1053757,358250,24,634,2,Education,Mumbai,Defaulted,1
LN01014,21-05-2025,55,Salaried,304015,125263,24,777,2,Business,Kolkata,Approved,0
LN01015,21-05-2026,50,Self-Employed,654475,720801,60,664,1,Medical,Pune,Approved,0
LN01016,28-11-2024,51,Unemployed,175473,91182,60,434,4,Medical,Mumbai,Rejected,0
LN01017,05-07-2024,25,Salaried,540880,383158,12,529,0,Medical,Kolkata,Rejected,0
LN01018,14-05-2025,64,Self-Employed,1085129,924387,12,733,3,Education,Delhi,Approved,0
LN01019,05-08-2024,34,Salaried,427681,469600,24,752,0,Business,Hyderabad,Approved,0
LN01020,29-12-2024,31,Salaried,882392,374623,60,690,0,Vehicle,Ahmedabad,Approved,0
LN01021,27-03-2026,29,Salaried,564871,421960,24,540,1,Vehicle,Kolkata,Closed,0
LN01022,21-09-2024,54,Self-Employed,734340,612131,36,534,2,Business,Hyderabad,Approved,0
LN01023,14-12-2024,32,Self-Employed,328228,293734,48,645,3,Business,Bangalore,Closed,0
LN01024,13-10-2024,55,Salaried,556337,667713,12,732,1,Medical,Delhi,Closed,0
LN01025,02-09-2025,55,Retired,333791,163172,36,707,1,Vehicle,Pune,Rejected,0
LN01026,19-12-2025,21,Self-Employed,466893,554955,24,691,4,Business,Bangalore,Closed,0
LN01027,09-10-2024,60,Retired,331441,352045,60,766,0,Vehicle,Pune,Approved,0
LN01028,23-07-2025,42,Self-Employed,437106,398403,24,524,3,Business,Hyderabad,Approved,0
LN01029,11-01-2024,49,Self-Employed,1995697,2134359,36,750,2,Home Renovation,Delhi,Closed,0
LN01030,13-06-2025,28,Salaried,264048,198886,36,720,1,Medical,Chennai,Approved,0
LN01031,14-07-2024,31,Salaried,358622,162182,24,668,0,Business,Delhi,Approved,0
LN01032,28-03-2024,61,Unemployed,342776,353861,12,471,1,Education,Delhi,Rejected,0
LN01033,04-09-2024,57,Salaried,521381,457323,36,745,0,Business,Pune,Approved,0
LN01034,07-01-2026,34,Unemployed,227263,228015,24,473,0,Home Renovation,Chennai,Rejected,0
LN01035,20-02-2025,50,Self-Employed,898184,603398,48,826,0,Education,Mumbai,Closed,0
LN01036,15-05-2025,55,Salaried,339533,440562,48,688,0,Education,Mumbai,Approved,0
LN01037,22-07-2025,41,Salaried,684515,647624,36,768,2,Business,Mumbai,Closed,0
LN01038,15-02-2026,57,Salaried,749317,295187,36,799,3,Home Renovation,Hyderabad,Closed,0
LN01039,03-09-2024,25,Unemployed,344225,273584,36,631,0,Education,Delhi,Rejected,0
LN01040,08-12-2025,39,Salaried,353785,400481,48,671,1,Medical,Kolkata,Closed,0
LN01041,02-05-2025,34,Salaried,241979,283973,36,743,1,Medical,Chennai,Rejected,0
LN01042,23-10-2025,46,Salaried,892350,753194,24,744,1,Vehicle,Kolkata,Approved,0
LN01043,29-12-2025,24,Salaried,832471,1069077,24,557,3,Vehicle,Hyderabad,Defaulted,1
LN01044,17-05-2025,45,Self-Employed,622161,369834,36,563,1,Home Renovation,Chennai,Rejected,0
LN01045,03-04-2025,65,Salaried,766613,576231,36,704,3,Education,Kolkata,Approved,0
LN01046,22-03-2026,62,Retired,316323,407568,36,760,1,Medical,Ahmedabad,Closed,0
LN01047,18-01-2024,45,Salaried,529666,681088,12,729,2,Medical,Pune,Closed,0
LN01048,05-04-2024,38,Salaried,521149,549439,48,542,1,Home Renovation,Hyderabad,Defaulted,1
LN01049,28-10-2024,60,Self-Employed,417274,519455,24,643,3,Education,Hyderabad,Approved,0
LN01050,14-08-2024,28,Salaried,662318,263371,24,605,4,Home Renovation,Ahmedabad,Closed,0
LN01051,18-02-2025,59,Unemployed,324088,405594,36,442,2,Business,Hyderabad,Rejected,0
LN01052,09-12-2025,60,Self-Employed,794032,518250,24,559,3,Medical,Chennai,Approved,0
LN01053,06-09-2024,34,Salaried,441368,218991,36,822,0,Home Renovation,Kolkata,Approved,0
LN01054,09-11-2024,52,Self-Employed,419506,236310,24,688,3,Home Renovation,Kolkata,Approved,0
LN01055,10-11-2025,58,Salaried,353769,268781,36,694,0,Business,Bangalore,Closed,0
LN01056,18-08-2025,53,Salaried,1229865,708784,36,539,0,Vehicle,Hyderabad,Approved,0
LN01057,12-01-2025,43,Unemployed,316377,206475,24,604,0,Medical,Mumbai,Closed,0
LN01058,29-04-2025,35,Self-Employed,660251,296106,24,628,4,Home Renovation,Delhi,Approved,0
LN01059,20-07-2025,53,Unemployed,277899,173907,60,592,3,Medical,Pune,Approved,0
LN01060,27-06-2025,45,Self-Employed,1020178,948267,36,763,3,Vehicle,Pune,Approved,0
LN01061,18-12-2024,37,Self-Employed,1016826,799264,36,843,3,Home Renovation,Bangalore,Approved,0
LN01062,11-03-2025,53,Salaried,340089,231733,12,799,1,Business,Bangalore,Closed,0
LN01063,02-02-2026,67,Salaried,228272,255915,36,747,4,Medical,Chennai,Approved,0
LN01064,17-07-2025,22,Retired,660390,847188,36,555,4,Business,Bangalore,Approved,0
LN01065,04-12-2024,34,Salaried,843869,955654,36,564,1,Vehicle,Kolkata,Closed,0
LN01066,26-12-2024,60,Retired,708580,471347,48,547,0,Vehicle,Chennai,Closed,0
LN01067,20-12-2025,60,Self-Employed,859691,961896,24,673,2,Medical,Chennai,Approved,0
LN01068,09-04-2025,59,Salaried,451083,210736,24,542,5,Vehicle,Pune,Closed,0
LN01069,04-10-2024,26,Self-Employed,820526,363780,48,726,3,Education,Pune,Closed,0
LN01070,09-11-2024,26,Self-Employed,966146,657162,60,610,3,Medical,Mumbai,Rejected,0
LN01071,14-09-2024,23,Salaried,680502,808757,24,557,4,Education,Hyderabad,Approved,0
LN01072,24-08-2024,27,Retired,272616,155659,36,747,3,Vehicle,Ahmedabad,Closed,0
LN01073,03-05-2024,28,Self-Employed,516746,190978,24,721,2,Medical,Ahmedabad,Closed,0
LN01074,08-01-2026,62,Salaried,325620,144861,12,828,2,Education,Bangalore,Approved,0
LN01075,16-07-2024,35,Self-Employed,633347,788276,24,773,0,Vehicle,Hyderabad,Closed,0
LN01076,19-11-2024,67,Unemployed,90731,90473,24,437,2,Home Renovation,Hyderabad,Defaulted,1
LN01077,02-05-2024,49,Salaried,608344,351939,48,740,1,Home Renovation,Hyderabad,Closed,0
LN01078,30-01-2026,53,Retired,382201,348118,36,706,3,Business,Chennai,Closed,0
LN01079,02-07-2025,50,Salaried,338904,298349,24,562,1,Home Renovation,Hyderabad,Rejected,0
LN01080,19-02-2026,59,Self-Employed,1413215,1442863,12,633,0,Education,Bangalore,Closed,0
LN01081,07-12-2025,47,Self-Employed,537055,298874,48,779,0,Home Renovation,Chennai,Closed,0
LN01082,08-07-2024,56,Salaried,399201,499337,24,524,2,Medical,Bangalore,Defaulted,1
LN01083,15-07-2024,49,Salaried,778939,498758,36,587,1,Medical,Chennai,Closed,0
LN01084,09-08-2024,58,Self-Employed,302214,321418,24,747,0,Medical,Ahmedabad,Approved,0
LN01085,26-01-2026,53,Self-Employed,1036955,329479,36,642,0,Home Renovation,Delhi,Approved,0
LN01086,10-05-2025,57,Self-Employed,676771,480455,24,692,1,Home Renovation,Delhi,Closed,0
LN01087,10-10-2024,47,Salaried,602691,413976,12,672,0,Business,Ahmedabad,Approved,0
LN01088,11-01-2026,53,Retired,310430,278714,24,786,0,Vehicle,Delhi,Closed,0
LN01089,26-08-2025,24,Self-Employed,843501,320538,24,676,1,Business,Delhi,Rejected,0
LN01090,17-02-2026,42,Retired,500072,584656,36,681,1,Education,Ahmedabad,Closed,0
LN01091,21-06-2025,22,Salaried,808933,436466,36,733,1,Medical,Chennai,Defaulted,1
LN01092,03-09-2025,30,Self-Employed,438443,458059,24,545,0,Home Renovation,Hyderabad,Closed,0
LN01093,16-10-2024,25,Self-Employed,823646,974812,12,811,3,Vehicle,Ahmedabad,Approved,0
LN01094,12-04-2024,30,Salaried,324477,297890,36,708,1,Vehicle,Mumbai,Closed,0
LN01095,02-05-2026,53,Self-Employed,594462,662808,36,641,0,Home Renovation,Pune,Approved,0
LN01096,17-07-2024,58,Salaried,501587,515654,60,749,0,Business,Kolkata,Approved,0
LN01097,30-10-2024,33,Self-Employed,718532,496565,36,578,0,Vehicle,Mumbai,Approved,0
LN01098,20-08-2024,51,Self-Employed,701289,834354,36,615,0,Business,Delhi,Approved,0
LN01099,04-01-2025,67,Salaried,701393,437789,36,781,0,Home Renovation,Hyderabad,Approved,0
LN01100,02-07-2024,56,Self-Employed,475278,441216,60,831,2,Business,Bangalore,Approved,0
LN01101,05-11-2024,65,Self-Employed,729358,816835,48,655,2,Medical,Hyderabad,Closed,0
LN01102,15-01-2024,44,Salaried,347490,249098,24,802,1,Home Renovation,Bangalore,Closed,0
LN01103,26-12-2025,35,Unemployed,309730,196072,24,598,2,Home Renovation,Mumbai,Approved,0
LN01104,30-06-2025,49,Unemployed,91577,73745,24,554,0,Vehicle,Hyderabad,Rejected,0
LN01105,09-05-2024,28,Self-Employed,1013651,1216137,36,639,4,Vehicle,Hyderabad,Closed,0
LN01106,07-10-2024,25,Salaried,507791,671763,48,544,0,Vehicle,Kolkata,Closed,0
LN01107,16-02-2024,49,Self-Employed,783800,705100,36,665,2,Medical,Ahmedabad,Closed,0
LN01108,25-02-2024,67,Self-Employed,825634,848432,12,531,0,Medical,Mumbai,Approved,0
LN01109,20-07-2025,24,Salaried,595129,769859,48,606,3,Education,Hyderabad,Defaulted,1
LN01110,26-10-2024,32,Self-Employed,578388,236214,48,628,1,Home Renovation,Bangalore,Closed,0
LN01111,15-12-2025,65,Self-Employed,531320,295034,24,785,0,Vehicle,Pune,Closed,0
LN01112,09-05-2024,22,Self-Employed,607119,655561,36,741,2,Home Renovation,Hyderabad,Approved,0
LN01113,15-10-2025,47,Salaried,292768,353113,36,593,0,Business,Bangalore,Closed,0
LN01114,09-02-2026,51,Self-Employed,979748,1217564,60,829,2,Medical,Delhi,Approved,0
LN01115,17-05-2025,56,Retired,425486,321930,48,621,2,Education,Hyderabad,Approved,0
LN01116,15-04-2024,56,Salaried,415809,165605,36,656,0,Business,Bangalore,Closed,0
LN01117,13-01-2024,46,Self-Employed,442217,345618,36,710,1,Home Renovation,Pune,Closed,0
LN01118,10-08-2025,63,Retired,369682,204732,60,661,0,Medical,Mumbai,Closed,0
LN01119,18-10-2024,47,Self-Employed,417677,259091,36,592,2,Vehicle,Delhi,Closed,0
LN01120,25-04-2025,25,Salaried,465489,535076,24,847,0,Business,Hyderabad,Approved,0
LN01121,05-05-2025,40,Self-Employed,361579,138513,48,686,1,Medical,Kolkata,Approved,0
LN01122,27-03-2025,31,Self-Employed,1000235,1210623,24,687,4,Home Renovation,Bangalore,Defaulted,1
LN01123,14-12-2024,30,Retired,648138,499348,24,573,0,Home Renovation,Pune,Closed,0
LN01124,07-07-2024,60,Self-Employed,1034343,988490,60,778,5,Business,Kolkata,Approved,0
LN01125,22-02-2024,58,Unemployed,236312,94198,48,582,2,Business,Hyderabad,Rejected,0
LN01126,15-09-2024,26,Salaried,403599,270853,36,630,0,Business,Bangalore,Closed,0
LN01127,01-06-2026,28,Salaried,496473,197929,24,751,1,Education,Hyderabad,Approved,0
LN01128,04-05-2025,43,Self-Employed,724261,983327,24,680,2,Vehicle,Delhi,Approved,0
LN01129,26-04-2024,67,Salaried,542366,644324,24,846,1,Medical,Pune,Closed,0
LN01130,21-04-2026,46,Salaried,363953,293199,24,538,0,Home Renovation,Pune,Rejected,0
LN01131,07-03-2024,66,Salaried,949148,518199,48,809,0,Home Renovation,Delhi,Closed,0
LN01132,14-02-2025,63,Salaried,890211,1181132,24,569,2,Vehicle,Hyderabad,Approved,0
LN01133,18-05-2025,32,Salaried,699003,474662,36,694,2,Business,Hyderabad,Approved,0
LN01134,16-03-2024,46,Unemployed,140906,67223,24,445,1,Business,Chennai,Defaulted,1
LN01135,13-08-2025,33,Salaried,403673,371169,60,703,0,Home Renovation,Hyderabad,Closed,0
LN01136,06-10-2025,60,Self-Employed,638033,853784,24,704,3,Vehicle,Pune,Approved,0
LN01137,03-12-2025,38,Self-Employed,644864,196176,12,826,4,Home Renovation,Hyderabad,Approved,0
LN01138,24-02-2024,45,Unemployed,158694,89176,12,453,0,Business,Kolkata,Rejected,0
