loan_id,applicant_age,employment_status,annual_income,loan_amount,loan_tenure_months,credit_score,existing_emis,loan_purpose,branch,default_flag
LN01162,52,Unemployed,661402,508135,60,451,6,Medical,Delhi,1
LN01163,28,Salaried,226281,528924,60,778,1,Medical,Delhi,0
LN01164,38,Self-Employed,138991,524035,60,474,4,Medical,Chennai,1
LN01165,47,Unemployed,569978,385675,12,563,4,Business,Hyderabad,0
LN01166,33,Salaried,666220,180225,36,679,0,Vehicle,Hyderabad,0
LN01167,50,Self-Employed,380658,628360,60,616,4,Home,Kolkata,1
LN01168,60,Unemployed,484649,545936,12,796,0,Home,Chennai,0
LN01169,62,Salaried,612323,539160,60,841,2,Medical,Chennai,0
LN01170,22,Retired,415359,574459,12,544,6,Home,Chennai,1
LN01171,52,Self-Employed,322523,825141,36,484,6,Business,Hyderabad,1
LN01172,25,Salaried,599390,484475,24,569,3,Home,Mumbai,0
LN01173,51,Salaried,455973,519014,36,628,2,Vehicle,Bangalore,0
LN01174,63,Unemployed,458944,732716,24,533,5,Business,Hyderabad,1
LN01175,52,Salaried,605064,552998,48,639,2,Medical,Chennai,0
LN01176,22,Salaried,502011,364678,36,821,4,Home,Chennai,0
LN01177,34,Retired,389213,431475,48,705,1,Medical,Mumbai,0
LN01178,27,Self-Employed,500640,425246,24,624,5,Vehicle,Bangalore,1
LN01179,41,Self-Employed,662636,313440,24,712,4,Medical,Hyderabad,0
LN01180,42,Salaried,394036,155675,12,626,2,Vehicle,Bangalore,0
LN01181,22,Salaried,521936,757616,24,583,0,Vehicle,Delhi,0
LN01182,36,Salaried,506808,301572,48,844,1,Education,Kolkata,0
LN01183,42,Self-Employed,573475,571075,60,713,2,Medical,Hyderabad,1
LN01184,31,Unemployed,510391,240329,24,539,2,Education,Kolkata,0
LN01185,59,Retired,568585,435456,24,655,4,Business,Pune,0
LN01186,28,Self-Employed,619726,520611,48,618,2,Medical,Pune,0
LN01187,28,Salaried,533862,376501,60,787,0,Medical,Pune,0
LN01188,29,Unemployed,441853,342489,60,610,4,Education,Bangalore,0
LN01189,26,Salaried,715000,213832,36,535,0,Education,Kolkata,0
LN01190,44,Salaried,541189,345241,36,734,1,Vehicle,Chennai,0
LN01191,51,Self-Employed,692013,474278,12,652,1,Vehicle,Chennai,0
LN01192,42,Salaried,598780,142043,60,729,0,Home,Kolkata,0
LN01193,24,Self-Employed,535465,406635,24,539,5,Business,Hyderabad,1
LN01194,38,Self-Employed,339755,137495,48,716,4,Vehicle,Bangalore,0
LN01195,26,Self-Employed,313119,606931,36,842,0,Home,Pune,0
LN01196,22,Self-Employed,610667,548009,48,745,4,Home,Mumbai,0
LN01197,35,Unemployed,479712,406318,12,565,6,Home,Hyderabad,1
LN01198,59,Self-Employed,595729,488885,24,644,1,Education,Mumbai,0
LN01199,35,Salaried,781393,433609,24,772,4,Business,Chennai,0
LN01200,60,Retired,706716,515699,24,770,1,Business,Delhi,0
LN01201,34,Self-Employed,466409,701785,12,480,4,Business,Mumbai,1
LN01202,30,Salaried,515665,403050,60,718,3,Vehicle,Pune,0
LN01203,60,Salaried,401659,561338,48,705,2,Business,Hyderabad,0
LN01204,36,Retired,412872,793752,60,434,4,Medical,Delhi,1
LN01205,23,Self-Employed,422264,624811,24,650,3,Home,Kolkata,1
LN01206,40,Salaried,623156,211452,48,766,0,Education,Mumbai,0
LN01207,63,Retired,506581,475433,12,666,6,Business,Kolkata,1
LN01208,37,Salaried,536595,320785,48,630,2,Medical,Hyderabad,0
LN01209,38,Salaried,600350,188053,12,591,4,Business,Mumbai,0
LN01210,59,Self-Employed,258298,259073,60,755,2,Home,Hyderabad,0
LN01211,44,Salaried,895065,157596,12,635,4,Medical,Kolkata,0
LN01212,25,Salaried,623958,490932,24,653,2,Education,Mumbai,0
LN01213,59,Self-Employed,769585,710193,48,706,3,Vehicle,Bangalore,0
LN01214,46,Unemployed,401096,538476,60,628,6,Education,Delhi,1
LN01215,51,Retired,352959,389364,12,484,4,Vehicle,Delhi,1
LN01216,56,Salaried,607944,807908,48,640,0,Medical,Pune,0
LN01217,51,Unemployed,315808,355386,60,536,5,Education,Kolkata,1
LN01218,59,Self-Employed,638284,537784,24,658,3,Education,Bangalore,0
LN01219,25,Salaried,435123,791673,60,528,6,Business,Mumbai,1
LN01220,56,Retired,535348,352560,24,742,2,Vehicle,Hyderabad,0
LN01221,64,Salaried,528267,486052,36,806,4,Medical,Kolkata,0
LN01222,45,Self-Employed,670226,610755,36,690,0,Business,Bangalore,0
LN01223,45,Salaried,662615,367906,12,699,4,Home,Kolkata,0
LN01224,42,Unemployed,710394,237490,48,756,4,Medical,Hyderabad,1
LN01225,53,Salaried,691835,649722,36,634,2,Education,Kolkata,0
LN01226,49,Salaried,631384,571528,36,771,1,Home,Kolkata,0
LN01227,22,Salaried,636119,517245,48,606,3,Home,Hyderabad,0
LN01228,45,Self-Employed,623209,737688,36,725,0,Vehicle,Pune,0
LN01229,49,Self-Employed,349256,499529,48,751,2,Education,Delhi,1
LN01230,38,Salaried,737125,380055,24,659,2,Education,Kolkata,0
LN01231,64,Salaried,571100,375284,24,663,4,Home,Delhi,0
LN01232,57,Salaried,411719,380051,60,853,0,Home,Pune,0
LN01233,40,Salaried,507417,519134,48,900,1,Business,Kolkata,0
LN01234,64,Unemployed,457791,747145,48,528,3,Home,Pune,1
LN01235,54,Salaried,611942,324906,24,717,3,Business,Chennai,0
LN01236,60,Salaried,763128,274010,12,669,0,Vehicle,Chennai,0
LN01237,26,Salaried,586249,207433,36,611,3,Home,Delhi,0
LN01238,32,Retired,564769,410394,12,791,0,Education,Delhi,0
LN01239,32,Salaried,585789,613751,48,570,2,Business,Chennai,0
LN01240,27,Salaried,818586,357349,24,720,4,Home,Mumbai,0
LN01241,60,Retired,366161,694476,36,710,2,Education,Bangalore,1
LN01242,23,Self-Employed,686493,425952,24,830,1,Business,Hyderabad,0
LN01243,33,Salaried,501648,697507,60,623,3,Home,Mumbai,0
LN01244,49,Salaried,482872,667715,36,554,5,Education,Hyderabad,1
LN01245,23,Salaried,611307,256735,24,673,1,Home,Delhi,0
LN01246,33,Self-Employed,921083,418284,24,737,3,Business,Hyderabad,0
LN01247,40,Retired,672528,498505,24,643,3,Home,Pune,0
LN01248,33,Salaried,587270,405041,36,675,1,Home,Hyderabad,0
LN01249,64,Salaried,687423,100000,24,559,4,Education,Kolkata,0
LN01250,49,Salaried,347698,272958,48,743,3,Home,Delhi,0
LN01251,64,Salaried,344580,401533,24,646,4,Home,Pune,0
LN01252,25,Retired,778169,348954,36,703,4,Business,Mumbai,0
LN01253,30,Self-Employed,422425,497578,36,711,2,Home,Chennai,0
LN01254,41,Salaried,612224,214394,60,741,1,Vehicle,Delhi,0
LN01255,48,Salaried,607434,577060,60,746,1,Education,Chennai,0
LN01256,26,Self-Employed,621196,518581,60,683,3,Education,Kolkata,0
LN01257,32,Unemployed,770599,304531,48,556,1,Business,Mumbai,0
LN01258,54,Self-Employed,851276,670107,48,891,4,Vehicle,Delhi,0
LN01259,29,Retired,444047,420629,36,721,3,Business,Kolkata,0
LN01260,64,Self-Employed,385967,505073,24,401,6,Home,Delhi,1
LN01261,31,Salaried,537954,313962,48,769,0,Business,Bangalore,0
LN01262,62,Salaried,737103,281706,24,656,4,Business,Mumbai,0
LN01263,45,Self-Employed,640636,654853,48,628,1,Business,Pune,0
LN01264,58,Self-Employed,634166,587326,24,689,0,Medical,Mumbai,0
LN01265,43,Retired,522222,466613,48,606,1,Education,Mumbai,0
LN01266,48,Unemployed,441662,1037950,12,552,2,Business,Chennai,1
LN01267,45,Unemployed,393776,509283,48,622,4,Education,Delhi,1
LN01268,42,Self-Employed,679660,500317,24,545,2,Education,Chennai,0
LN01269,58,Salaried,980474,607664,12,733,2,Vehicle,Mumbai,0
LN01270,49,Retired,623958,242364,36,650,3,Vehicle,Kolkata,0
LN01271,30,Salaried,483954,380710,24,830,2,Business,Mumbai,0
LN01272,53,Salaried,655112,488079,36,792,2,Business,Delhi,0
LN01273,58,Unemployed,531540,726621,48,521,5,Business,Delhi,1
LN01274,37,Salaried,702479,218312,60,717,3,Home,Chennai,0
LN01275,35,Self-Employed,390999,197847,36,453,2,Education,Hyderabad,1
LN01276,26,Self-Employed,257954,858421,36,610,3,Education,Chennai,1
LN01277,61,Self-Employed,705718,448804,12,725,3,Medical,Pune,0
LN01278,31,Self-Employed,757098,219950,24,799,2,Medical,Bangalore,0
LN01279,47,Salaried,554110,307770,48,793,4,Education,Pune,0
LN01280,62,Retired,430955,100000,12,742,3,Home,Chennai,0
LN01281,64,Salaried,296581,562335,36,557,3,Home,Bangalore,1
LN01282,45,Salaried,510387,598393,24,605,3,Medical,Hyderabad,0
LN01283,56,Salaried,838173,100000,48,681,3,Medical,Bangalore,0
LN01284,40,Retired,701827,714698,60,671,1,Medical,Delhi,0
LN01285,30,Self-Employed,553484,414905,36,627,4,Home,Chennai,0
LN01286,59,Self-Employed,452765,576708,12,573,2,Home,Mumbai,1
LN01287,30,Self-Employed,306496,368171,60,851,0,Education,Bangalore,0
LN01288,52,Retired,521846,330744,24,460,5,Vehicle,Bangalore,1
LN01289,54,Self-Employed,608733,284222,12,770,1,Vehicle,Hyderabad,0
LN01290,44,Salaried,413138,594782,12,588,6,Vehicle,Hyderabad,1
LN01291,27,Salaried,469831,201434,24,658,2,Vehicle,Mumbai,0
LN01292,39,Salaried,373883,433007,48,567,2,Home,Pune,0
LN01293,48,Self-Employed,368861,520826,36,646,2,Vehicle,Bangalore,0
LN01294,48,Salaried,508159,100000,48,542,1,Vehicle,Kolkata,0
LN01295,45,Self-Employed,548376,385929,36,670,2,Medical,Bangalore,0
LN01296,46,Salaried,347776,304019,60,725,0,Medical,Delhi,0
LN01297,28,Self-Employed,401434,365991,60,750,0,Education,Delhi,0
LN01298,53,Self-Employed,579785,268136,12,726,4,Vehicle,Mumbai,0
LN01299,63,Salaried,526523,476556,60,725,0,Medical,Kolkata,0
LN01300,37,Self-Employed,489101,874935,60,455,6,Education,Kolkata,1
LN01301,38,Self-Employed,610001,444276,48,617,6,Education,Delhi,1
LN01302,62,Salaried,753743,425545,12,652,0,Home,Delhi,0
LN01303,53,Unemployed,544917,787894,36,525,4,Vehicle,Hyderabad,1
LN01304,50,Self-Employed,524335,543997,36,632,2,Medical,Mumbai,0
LN01305,50,Salaried,854442,257804,60,637,3,Medical,Kolkata,0
LN01306,56,Self-Employed,419720,219591,36,754,3,Business,Pune,0
LN01307,30,Salaried,423926,624256,36,682,3,Business,Hyderabad,0
LN01308,45,Unemployed,561489,628663,60,512,6,Medical,Delhi,1
LN01309,24,Salaried,837028,192330,12,591,3,Business,Delhi,0
LN01310,49,Unemployed,406754,333147,60,754,2,Home,Delhi,0
LN01311,33,Salaried,168991,263677,12,649,3,Medical,Chennai,0
LN01312,30,Retired,674948,422036,12,656,1,Education,Delhi,0
LN01313,42,Self-Employed,240857,368605,12,713,1,Vehicle,Chennai,0
LN01314,64,Retired,582548,404399,48,713,6,Business,Mumbai,1
LN01315,28,Salaried,474499,627107,36,723,1,Vehicle,Kolkata,0
LN01316,57,Unemployed,421678,496336,12,661,4,Business,Mumbai,0
LN01317,48,Salaried,642869,571410,48,714,1,Vehicle,Delhi,0
LN01318,42,Salaried,428223,100000,48,771,3,Vehicle,Hyderabad,0
LN01319,42,Salaried,545688,427013,48,823,1,Business,Mumbai,0
LN01320,40,Salaried,430262,413680,36,754,1,Vehicle,Bangalore,0
LN01321,42,Salaried,439475,637387,36,772,6,Education,Bangalore,1
LN01322,64,Salaried,328112,435028,60,718,4,Home,Bangalore,0
LN01323,59,Salaried,451825,581416,12,762,0,Business,Bangalore,0
LN01324,57,Self-Employed,527181,677088,48,525,3,Medical,Delhi,0
LN01325,35,Retired,583202,384096,60,689,3,Education,Mumbai,0
LN01326,62,Salaried,247866,424364,24,641,2,Medical,Pune,0
LN01327,25,Salaried,480155,381116,24,637,2,Business,Hyderabad,0
LN01328,45,Retired,560181,372702,24,709,2,Home,Bangalore,0
LN01329,30,Salaried,578823,441813,12,693,3,Home,Delhi,0
LN01330,32,Salaried,590320,658481,60,732,1,Business,Bangalore,0
LN01331,23,Salaried,753146,445094,48,701,0,Vehicle,Bangalore,0
LN01332,33,Salaried,445087,415301,12,603,5,Business,Mumbai,1
LN01333,51,Retired,320210,348260,60,778,4,Vehicle,Delhi,0
LN01334,35,Salaried,521254,477803,48,613,2,Business,Pune,0
LN01335,53,Self-Employed,613925,594044,60,671,0,Medical,Kolkata,0
LN01336,44,Salaried,728859,544295,36,666,1,Education,Delhi,0
LN01337,40,Salaried,608311,496102,12,797,0,Vehicle,Mumbai,0
LN01338,62,Salaried,551424,640648,48,540,0,Education,Chennai,0
LN01339,39,Self-Employed,649652,555864,60,708,4,Medical,Mumbai,0
LN01340,23,Unemployed,791433,210620,36,676,4,Home,Kolkata,0
LN01341,57,Unemployed,569309,155541,36,714,0,Vehicle,Kolkata,0
LN01342,60,Self-Employed,670806,246894,48,669,3,Home,Mumbai,0
LN01343,59,Self-Employed,700040,320715,48,679,2,Vehicle,Hyderabad,0
LN01344,46,Self-Employed,678385,338625,12,746,4,Medical,Hyderabad,0
LN01345,30,Retired,505834,245052,36,613,1,Medical,Pune,0
LN01346,24,Salaried,550938,540324,24,608,4,Home,Delhi,0
LN01347,38,Salaried,512947,181348,12,681,0,Home,Pune,0
LN01348,55,Retired,607432,100000,36,532,4,Business,Chennai,1
LN01349,51,Retired,462342,275619,24,557,6,Business,Chennai,1
LN01350,50,Self-Employed,614128,235899,48,653,3,Education,Pune,1
LN01351,58,Retired,513886,430218,24,833,1,Home,Mumbai,0
LN01352,55,Salaried,364323,374403,48,462,2,Education,Bangalore,1
LN01353,39,Retired,486500,549325,24,537,5,Vehicle,Mumbai,1
LN01354,33,Retired,479376,392802,60,581,2,Education,Mumbai,1
LN01355,43,Self-Employed,458213,439462,24,645,0,Business,Kolkata,0
LN01356,58,Salaried,482839,269264,48,695,1,Education,Bangalore,0
LN01357,63,Salaried,494946,547499,36,600,0,Medical,Kolkata,0
LN01358,64,Self-Employed,654168,480072,48,676,1,Medical,Chennai,0
LN01359,32,Salaried,591493,272397,24,624,4,Medical,Hyderabad,0
LN01360,47,Salaried,469383,720683,60,563,4,Education,Chennai,1
LN01361,51,Self-Employed,766818,514755,36,583,0,Business,Pune,0
LN01362,34,Salaried,695834,480395,24,606,0,Business,Chennai,0
LN01363,64,Salaried,662430,624428,12,693,4,Education,Pune,0
LN01364,28,Self-Employed,321664,341340,36,700,1,Home,Mumbai,0
LN01365,22,Self-Employed,299378,810348,36,586,6,Business,Pune,1
LN01366,46,Unemployed,460734,515385,24,598,5,Medical,Bangalore,1
LN01367,32,Self-Employed,773319,436054,48,694,0,Education,Delhi,0
LN01368,42,Salaried,645420,387502,12,586,2,Home,Delhi,0
LN01369,59,Salaried,507943,336593,60,621,0,Vehicle,Delhi,0
LN01370,58,Self-Employed,693563,404568,48,584,1,Education,Chennai,0
LN01371,33,Unemployed,623459,533605,60,720,3,Home,Pune,0
LN01372,56,Self-Employed,623562,610396,36,693,4,Medical,Kolkata,0
LN01373,32,Salaried,385342,486270,48,726,2,Home,Mumbai,0
LN01374,24,Self-Employed,341138,614339,48,657,6,Medical,Mumbai,1
LN01375,56,Salaried,915585,461505,60,646,0,Home,Chennai,0
LN01376,56,Retired,647609,697368,60,570,5,Medical,Pune,1
LN01377,52,Self-Employed,512273,389839,24,578,1,Business,Hyderabad,0
LN01378,31,Salaried,612426,624484,60,695,3,Home,Mumbai,0
LN01379,27,Salaried,868287,460149,36,850,2,Medical,Pune,0
LN01380,30,Self-Employed,456928,323720,60,585,0,Vehicle,Kolkata,0
LN01381,49,Self-Employed,584554,610692,24,722,1,Education,Chennai,0
LN01382,38,Unemployed,348541,794206,36,441,2,Vehicle,Hyderabad,1
LN01383,37,Self-Employed,181827,417204,24,710,4,Education,Mumbai,0
LN01384,44,Self-Employed,479736,131860,36,622,3,Vehicle,Chennai,0
LN01385,25,Self-Employed,375595,231851,48,626,0,Business,Delhi,0
LN01386,43,Salaried,323534,270160,36,705,3,Home,Chennai,0
LN01387,60,Retired,100000,676755,12,562,3,Medical,Bangalore,1
LN01388,43,Unemployed,347842,767749,12,590,4,Home,Chennai,1
LN01389,56,Retired,573746,491836,60,673,2,Education,Chennai,0
LN01390,32,Salaried,995602,591651,36,678,1,Education,Kolkata,0
LN01391,44,Self-Employed,787373,336495,60,503,0,Education,Chennai,0
LN01392,33,Salaried,813267,598252,12,728,1,Vehicle,Chennai,0
LN01393,52,Retired,224528,660497,24,626,3,Vehicle,Hyderabad,1
LN01394,52,Self-Employed,878782,426274,60,604,1,Vehicle,Kolkata,0
LN01395,49,Self-Employed,540114,552303,36,744,4,Education,Mumbai,0
LN01396,53,Salaried,210794,683596,24,668,4,Vehicle,Hyderabad,0
LN01397,48,Self-Employed,431384,265019,36,756,2,Education,Chennai,0
LN01398,47,Unemployed,524104,574534,48,501,2,Education,Bangalore,1
LN01399,42,Salaried,541352,235492,60,651,2,Vehicle,Mumbai,0
LN01400,39,Salaried,491672,389174,36,602,3,Vehicle,Delhi,0
LN01401,53,Self-Employed,388788,760130,24,538,2,Medical,Mumbai,1
LN01402,36,Salaried,413814,515963,48,425,5,Business,Hyderabad,1
LN01403,43,Retired,597648,952677,48,771,5,Business,Mumbai,1
LN01404,36,Self-Employed,522936,454500,24,651,1,Home,Mumbai,0
LN01405,27,Unemployed,700243,566744,24,640,2,Business,Pune,0
LN01406,25,Unemployed,249229,442933,24,708,0,Business,Delhi,0
LN01407,31,Self-Employed,779924,167330,48,661,0,Business,Pune,0
LN01408,28,Retired,531211,586357,36,601,1,Home,Chennai,0
LN01409,30,Salaried,685946,390847,36,700,1,Business,Hyderabad,0
LN01410,51,Retired,284867,388718,12,694,3,Home,Chennai,0
LN01411,58,Salaried,705050,418350,60,692,0,Business,Delhi,0
LN01412,56,Self-Employed,509870,369218,60,639,5,Home,Chennai,1
LN01413,55,Salaried,557688,372746,24,685,2,Home,Hyderabad,0
LN01414,31,Salaried,878299,554668,48,729,4,Vehicle,Hyderabad,0
LN01415,49,Self-Employed,384040,518294,48,516,6,Medical,Bangalore,1
LN01416,53,Salaried,616305,290633,60,566,2,Business,Delhi,1
LN01417,25,Salaried,593629,423172,48,669,3,Home,Delhi,0
LN01418,30,Salaried,760768,404572,24,610,0,Home,Pune,0
LN01419,57,Salaried,501975,416371,12,647,2,Medical,Delhi,1
LN01420,64,Unemployed,671695,355007,36,741,3,Education,Bangalore,0
LN01421,46,Salaried,478948,540305,48,703,1,Education,Mumbai,0
LN01422,30,Retired,501079,353694,60,735,4,Vehicle,Bangalore,0
LN01423,33,Salaried,441554,416692,12,663,4,Business,Chennai,0
LN01424,61,Self-Employed,618432,512147,60,618,4,Education,Chennai,0
LN01425,28,Salaried,436969,275233,36,695,2,Medical,Kolkata,0
LN01426,48,Retired,691614,422786,24,781,1,Business,Mumbai,0
LN01427,58,Retired,740161,461005,60,741,3,Medical,Pune,0
LN01428,48,Self-Employed,453398,468405,36,616,0,Medical,Kolkata,0
LN01429,48,Retired,375936,720554,12,628,5,Business,Mumbai,1
LN01430,53,Retired,485342,614271,48,586,4,Business,Hyderabad,1
LN01431,47,Retired,403833,433895,36,578,4,Home,Hyderabad,1
LN01432,33,Self-Employed,764437,609016,48,684,0,Medical,Delhi,0
LN01433,22,Salaried,815809,383036,24,747,0,Medical,Pune,0
LN01434,40,Unemployed,569973,474391,48,791,3,Home,Mumbai,0
LN01435,64,Self-Employed,657323,797656,60,506,5,Education,Chennai,1
LN01436,35,Retired,276245,100000,48,396,3,Medical,Delhi,1
LN01437,37,Self-Employed,468004,779727,60,703,4,Vehicle,Hyderabad,1
LN01438,41,Self-Employed,365629,154906,60,558,6,Medical,Delhi,1
LN01439,33,Salaried,738101,635304,36,721,4,Business,Kolkata,0
LN01440,29,Self-Employed,597659,409528,36,641,2,Vehicle,Hyderabad,0
LN01441,33,Retired,555332,294085,36,604,0,Medical,Chennai,0
LN01442,40,Self-Employed,277860,535341,60,638,2,Education,Delhi,0
LN01443,30,Salaried,412455,431689,48,691,1,Business,Hyderabad,0
LN01444,30,Unemployed,441855,464118,12,550,3,Education,Mumbai,1
LN01445,51,Salaried,515344,514207,36,835,1,Home,Hyderabad,0
LN01446,42,Salaried,261923,499585,36,665,4,Education,Bangalore,0
LN01447,26,Self-Employed,438182,254124,60,704,0,Home,Bangalore,0
LN01448,45,Salaried,704103,549807,48,698,1,Education,Hyderabad,0
LN01449,41,Salaried,740081,623190,12,611,0,Home,Chennai,0
LN01450,45,Retired,926096,397706,12,858,1,Business,Chennai,0
LN01451,29,Salaried,628981,282605,12,681,2,Vehicle,Hyderabad,0
LN01452,44,Salaried,427591,687885,12,674,0,Home,Kolkata,0
LN01453,34,Self-Employed,713219,565201,24,600,5,Medical,Bangalore,1
LN01454,28,Salaried,498488,192318,12,650,4,Home,Chennai,0
LN01455,44,Salaried,559750,507326,36,747,1,Medical,Kolkata,0
LN01456,47,Retired,601608,210080,60,854,4,Education,Bangalore,0
LN01457,61,Self-Employed,805427,306972,36,738,1,Education,Kolkata,0
LN01458,31,Salaried,404518,370362,60,662,1,Medical,Delhi,0
LN01459,47,Salaried,430916,417826,36,665,4,Home,Bangalore,0
LN01460,57,Retired,835245,293150,48,662,1,Vehicle,Delhi,0
LN01461,37,Salaried,432481,341902,48,711,1,Home,Hyderabad,0
LN01462,43,Self-Employed,426556,329805,48,767,1,Vehicle,Pune,0
LN01463,52,Retired,490583,689410,36,774,4,Vehicle,Mumbai,0
LN01464,28,Unemployed,381167,348053,48,482,4,Medical,Delhi,1
LN01465,61,Salaried,902484,721994,48,753,0,Medical,Delhi,0
LN01466,28,Retired,448605,750325,48,728,3,Medical,Pune,0
LN01467,23,Self-Employed,919036,405912,24,776,0,Home,Bangalore,0
LN01468,43,Salaried,823716,445261,24,653,1,Education,Mumbai,0
LN01469,50,Unemployed,255797,572654,48,558,2,Vehicle,Chennai,1
LN01470,27,Salaried,713092,568204,12,506,4,Education,Hyderabad,0
LN01471,43,Unemployed,592804,465824,12,585,3,Home,Mumbai,0
LN01472,26,Self-Employed,568851,760827,12,809,4,Medical,Chennai,0
LN01473,24,Retired,537903,598003,60,788,2,Medical,Bangalore,0
LN01474,34,Salaried,412167,303770,24,689,1,Home,Mumbai,0
LN01475,44,Salaried,900465,584546,24,661,4,Business,Chennai,0
LN01476,52,Salaried,636912,512942,24,576,5,Education,Delhi,1
LN01477,56,Self-Employed,854772,500320,36,671,3,Medical,Hyderabad,0
LN01478,54,Salaried,424041,422760,60,690,2,Vehicle,Kolkata,0
LN01479,46,Unemployed,564085,257514,24,773,0,Education,Pune,0
LN01480,35,Retired,548913,147504,36,786,4,Home,Bangalore,0
LN01481,53,Retired,394283,520599,24,647,2,Vehicle,Delhi,1
LN01482,30,Salaried,651377,237643,60,612,0,Business,Pune,0
LN01483,61,Self-Employed,622875,535575,24,753,3,Education,Bangalore,0
LN01484,39,Salaried,461920,353958,12,502,4,Home,Mumbai,0
LN01485,23,Salaried,344981,633906,60,510,2,Vehicle,Kolkata,1
LN01486,42,Self-Employed,794834,416185,24,540,6,Home,Mumbai,1
LN01487,31,Self-Employed,551877,451737,12,819,4,Medical,Delhi,0
LN01488,59,Salaried,612309,629594,60,805,2,Home,Hyderabad,0
LN01489,28,Salaried,594777,444646,12,720,2,Vehicle,Delhi,0
LN01490,55,Retired,792560,627029,12,760,4,Business,Chennai,0
LN01491,41,Retired,563548,878403,24,538,3,Education,Mumbai,1
LN01492,22,Retired,731683,228618,12,478,4,Vehicle,Delhi,0
LN01493,35,Salaried,384718,410705,36,611,3,Vehicle,Bangalore,0
LN01494,36,Self-Employed,600907,138766,36,691,4,Education,Mumbai,0
LN01495,42,Salaried,432388,130125,60,715,4,Vehicle,Delhi,0
LN01496,34,Self-Employed,425817,653910,36,639,1,Home,Mumbai,0
LN01497,25,Salaried,565014,414520,12,688,2,Business,Bangalore,0
LN01498,62,Salaried,478990,357210,12,644,1,Business,Kolkata,0
LN01499,35,Self-Employed,509167,724013,24,558,6,Business,Chennai,1
LN01500,23,Self-Employed,536035,489444,60,716,3,Education,Pune,0
LN01501,42,Salaried,668541,645222,12,849,2,Vehicle,Pune,0
LN01502,49,Self-Employed,583444,892341,60,487,2,Business,Delhi,1
LN01503,52,Retired,688790,329702,36,881,2,Medical,Kolkata,0
LN01504,54,Salaried,638312,100000,60,720,1,Education,Delhi,0
LN01505,49,Retired,546126,509265,36,571,5,Business,Chennai,1
LN01506,61,Salaried,457834,388770,12,788,2,Home,Bangalore,0
LN01507,64,Salaried,597651,526875,24,811,2,Medical,Mumbai,0
LN01508,43,Retired,867031,588715,24,701,4,Home,Chennai,0
LN01509,57,Salaried,479966,428164,24,671,4,Vehicle,Hyderabad,0
LN01510,52,Self-Employed,367166,641177,60,578,3,Education,Kolkata,1
LN01511,29,Salaried,512519,429539,48,828,2,Home,Mumbai,0
LN01512,64,Salaried,532244,243504,60,515,2,Vehicle,Kolkata,0
LN01513,26,Self-Employed,500168,764501,24,653,5,Vehicle,Hyderabad,1
LN01514,43,Unemployed,238730,633803,24,606,6,Home,Delhi,1
LN01515,55,Self-Employed,475089,175166,48,612,4,Education,Kolkata,0
LN01516,38,Salaried,530388,227478,12,678,1,Medical,Delhi,0
LN01517,24,Salaried,700959,443554,12,571,2,Home,Mumbai,0
LN01518,54,Self-Employed,512015,746353,60,609,2,Vehicle,Kolkata,1
LN01519,55,Self-Employed,451445,597785,36,710,2,Education,Kolkata,0
LN01520,39,Salaried,447731,608195,12,669,2,Education,Hyderabad,0
LN01521,22,Salaried,700726,438308,60,723,3,Home,Bangalore,0
LN01522,47,Salaried,567882,167527,12,760,4,Business,Bangalore,0
LN01523,62,Salaried,775575,610384,36,588,1,Education,Kolkata,0
LN01524,25,Salaried,515771,368635,60,723,4,Vehicle,Mumbai,0
LN01525,39,Self-Employed,709131,403081,12,555,3,Business,Mumbai,1
LN01526,39,Unemployed,768607,537878,24,663,2,Medical,Chennai,0
LN01527,44,Salaried,578615,577382,12,664,0,Medical,Mumbai,0
LN01528,30,Self-Employed,666564,741061,48,691,5,Education,Pune,1
LN01529,58,Salaried,282049,779689,36,575,5,Vehicle,Delhi,1
LN01530,38,Self-Employed,445030,505749,60,588,2,Home,Bangalore,1
LN01531,55,Salaried,417134,399144,36,452,5,Home,Bangalore,1
LN01532,28,Self-Employed,726798,611803,12,730,3,Education,Hyderabad,0
LN01533,26,Unemployed,321587,575115,48,470,3,Business,Delhi,1
LN01534,43,Salaried,517203,358921,12,628,2,Home,Bangalore,0
LN01535,64,Salaried,630574,430341,12,779,3,Business,Bangalore,0
LN01536,44,Salaried,315138,222171,48,715,0,Education,Chennai,0
LN01537,56,Retired,823020,260643,24,705,2,Home,Bangalore,0
LN01538,64,Salaried,649372,525650,36,567,6,Education,Pune,1
LN01539,52,Self-Employed,404632,314387,24,724,3,Vehicle,Mumbai,0
LN01540,55,Self-Employed,444416,635661,60,545,2,Education,Bangalore,1
LN01541,63,Salaried,375334,278126,24,614,4,Home,Pune,0
LN01542,27,Salaried,749379,407923,24,667,3,Vehicle,Mumbai,0
LN01543,27,Salaried,367195,514225,36,778,4,Business,Hyderabad,0
LN01544,29,Salaried,395445,255484,12,723,3,Business,Kolkata,0
LN01545,32,Unemployed,454463,701831,48,549,2,Vehicle,Mumbai,1
LN01546,39,Salaried,736917,260305,48,686,3,Education,Chennai,0
LN01547,42,Unemployed,432365,468747,48,701,0,Vehicle,Chennai,0
LN01548,27,Salaried,781516,697029,60,756,0,Home,Hyderabad,0
LN01549,51,Salaried,458259,242261,24,693,3,Medical,Bangalore,0
